BCF-ch U14,Rhyl,1969.??.??,?,"Speelman, Jonathan S","Fletcher, John",,,C57,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Bc4', 'Nc6'], ['Ng5', 'd5'], ['exd5', 'Nxd5'], ['Nxf7', 'Kxf7'], ['Qf3+', 'Ke6'], ['Nc3', 'Nb4\n'], ['d4', 'c6'], ['Qe4', 'Kf7'], ['a3', 'Qa5'], ['axb4', 'Qxa1'], ['Nxd5', 'Qxc1+'], ['Ke2', 'Qxh1'], ['Nc7+', 'Ke7\n'], ['Qxe5+', 'Kd7'], ['Nxa8', 'Qxg2'], ['Qc7+', '']]",1-0
PCA-op,New York,1994.??.??,9,"Chernin, Alexander","Speelman, Jonathan S",,,E06,"[['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'Nf6'], ['d4', 'Be7'], ['Nf3', 'O-O'], ['Qc2', 'Nc6'], ['a3', 'dxc4'], ['Qxc4', 'Qd5\n'], ['Nbd2', 'Rd8'], ['e3', 'a5'], ['O-O', 'a4'], ['Qc2', 'Qf5'], ['Qd1', 'Qb5'], ['Nb1', 'e5'], ['Nc3', 'Qa5\n'], ['Qe1', 'exd4'], ['Nxd4', 'Ne5'], ['Bd2', 'Qb6'], ['Rb1', 'c5'], ['Nf3', 'Nxf3+'], ['Bxf3', 'Bh3'], ['Bg2', 'Bxg2\n'], ['Kxg2', 'Qc6+'], ['e4', 'h6'], ['f3', 'b5'], ['Nd1', 'Rd7'], ['Bc3', 'Qb7'], ['Ne3', 'b4'], ['Bxf6', 'Bxf6\n'], ['Nd5', 'Bd4'], ['axb4', 'cxb4']]",1/2-1/2
PCA-op,New York,1994.??.??,11,"Kamsky, Gata","Speelman, Jonathan S",,,E52,"[['d4', 'e6'], ['c4', 'b6'], ['Nc3', 'Bb4'], ['Nf3', 'Bb7'], ['e3', 'Nf6'], ['Bd3', 'O-O'], ['O-O', 'd5'], ['a3', 'Bd6\n'], ['b4', 'dxc4'], ['Bxc4', 'Nbd7'], ['Bb2', 'a6'], ['Qe2', 'e5'], ['Rad1', 'e4'], ['Ne5', 'Qe7'], ['Nxd7', 'Qxd7\n'], ['h3', 'Rfe8'], ['Rd2', 'Qf5'], ['Qd1', 'Qg6'], ['Kh1', 'Rad8'], ['Ne2', 'b5'], ['Bb3', 'Bd5'], ['Nc3', 'Bxb3\n'], ['Qxb3', 'h5'], ['Ne2', 'Qf5'], ['d5', 'Be5'], ['Bxe5', 'Qxe5'], ['Rfd1', 'Rd7'], ['Rd4', 'Rd6'], ['Nc3', 'c6\n'], ['a4', 'bxa4'], ['Qxa4', 'cxd5'], ['Nxd5', 'Nxd5'], ['Rxd5', 'Rxd5'], ['Rxd5', 'Qxd5'], ['Qxe8+', 'Kh7\n'], ['Qe7', 'g6'], ['Kh2', 'Kg7']]",1/2-1/2
NLD-chT9495,?,1994.??.??,1,"Van der Sterren, Paul","Speelman, Jonathan S",,,E11,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Qxd2', 'Nf6'], ['g3', 'O-O'], ['Bg2', 'd6'], ['Nf3', 'Nbd7'], ['Nc3', 'e5\n'], ['O-O', 'Re8'], ['e4', 'a6'], ['Rfd1', 'Rb8'], ['b4', 'b6'], ['dxe5', 'dxe5'], ['Bh3', 'Qe7'], ['Nd5', 'Nxd5\n'], ['cxd5', 'Nf6'], ['Bxc8', 'Rbxc8'], ['Re1', 'c6'], ['d6', 'Qe6'], ['Ng5', 'Qg4'], ['f3', 'Qh5'], ['Kg2', 'h6\n'], ['Nh3', 'Red8'], ['Rac1', 'Rd7'], ['Red1', 'Ne8'], ['Qe3', 'b5'], ['Qb6', 'Rxd6'], ['Rxd6', 'Nxd6'], ['Qxa6', 'Rf8\n'], ['Rxc6', 'Nc4'], ['Rc8', 'Ne3+'], ['Kf2', 'Nd1+'], ['Kg2', 'Ne3+'], ['Kf2', 'Nd1+'], ['Ke2', 'Nc3+'], ['Kd2', 'Nxe4+\n'], ['fxe4', 'Qxh3'], ['Rxf8+', 'Kxf8'], ['Qd6+', 'Kg8'], ['Qxe5', 'Qxh2+'], ['Kd3', 'Qf2'], ['a3', 'g6\n'], ['g4', 'Qf1+'], ['Ke3', 'Qc1+'], ['Ke2', 'Qc2+'], ['Ke3', 'Qb3+'], ['Ke2', 'Qa2+'], ['Kd1', 'Qxa3'], ['Qxb5', 'Qf3+\n'], ['Kd2', 'Qxe4'], ['Qb8+', 'Kg7'], ['b5', 'Qd4+'], ['Kc2', '']]",1/2-1/2
NLD-chT9495,?,1994.??.??,2,"Speelman, Jonathan S","Van Wely, Loek",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Nxd7'], ['O-O', 'Ngf6'], ['Re1', 'e6'], ['d3', 'Be7'], ['Nbd2', 'b5\n'], ['a4', 'a6'], ['h3', 'O-O'], ['Nf1', 'Nb6'], ['a5', 'Nbd7'], ['Ng3', 'Nb8'], ['e5', 'Nfd7'], ['exd6', 'Bxd6\n'], ['Ne4', 'Be7'], ['d4', 'Nc6'], ['Be3', 'c4'], ['Bg5', 'Bxg5'], ['Nexg5', 'Nf6'], ['Ne4', 'Nxe4'], ['Rxe4', 'Nxa5\n'], ['Ne5', 'Qd5'], ['Rh4', 'Nc6'], ['Qh5', 'h6'], ['Nxc6', 'Qxc6'], ['Ra3', 'f5'], ['Re3', 'Rf6'], ['Qe2', 'Rd8\n'], ['c3', 'a5'], ['Rf4', 'b4'], ['Rff3', 'Rd5'], ['Re5', 'f4'], ['g3', 'Rxe5'], ['dxe5', 'Rf5'], ['gxf4', 'b3\n'], ['Rg3', 'Rxf4'], ['Qh5', 'Qe4'], ['Qe8+', 'Kh7'], ['Qxe6', 'Qe1+'], ['Kh2', 'Rxf2+'], ['Rg2', 'Rxg2+\n'], ['Kxg2', 'Qe4+'], ['Kf2', 'a4'], ['Qd6', 'Qc2+']]",0-1
NLD-chT9495,?,1994.??.??,5,"Speelman, Jonathan S","Peek, Marcel",,,D90,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['Qb3', 'Nb6'], ['d4', 'Bg7'], ['Bf4', 'Be6'], ['Qc2', 'Nc6\n'], ['e4', 'Nb4'], ['Qb1', 'O-O'], ['a3', 'Na6'], ['d5', 'Bd7'], ['Be5', 'e6'], ['Bxg7', 'Kxg7'], ['Bxa6', 'bxa6\n'], ['O-O', 'exd5'], ['exd5', 'Rb8'], ['Qd3', 'Qf6'], ['Rfd1', 'Bf5'], ['Qxa6', 'Nxd5'], ['Qxa7', 'Nf4'], ['Qd4', 'Qxd4\n'], ['Rxd4', 'Ne6'], ['Rd2', 'Nc5'], ['Nd4', 'Rfd8'], ['Rad1', 'Re8'], ['h3', 'Nb3'], ['Nxf5+', 'gxf5'], ['Rd3', 'c5\n'], ['Kh2', 'Re6'], ['Rg3+', 'Rg6'], ['Re3', 'Nd4'], ['Na4', 'Rc6'], ['b4', 'Ne6'], ['Nxc5', 'Nxc5'], ['Rc1', 'Ra8\n'], ['Rxc5', '']]",1-0
NLD-chT9495,?,1994.??.??,8,"Douven, Rudy C","Speelman, Jonathan S",,,A21,"[['d4', 'd6'], ['c4', 'e5'], ['Nc3', 'exd4'], ['Qxd4', 'Nf6'], ['e4', 'g6'], ['Bg5', 'Nbd7'], ['Qd2', 'Bg7'], ['f3', 'O-O\n'], ['Nh3', 'Re8'], ['Nf2', 'Nc5'], ['Be2', 'a6'], ['Rd1', 'Bd7'], ['O-O', 'b5'], ['Nd5', 'bxc4'], ['Bxc4', 'Be6\n'], ['b3', 'Ncd7'], ['Qa5', 'Bxd5'], ['Bxd5', 'Rb8'], ['Qxa6', 'h6'], ['Be3', 'Nxd5'], ['Rxd5', 'Ra8'], ['Qe2', 'Qe7\n'], ['Qd2', 'Kh7'], ['Ra5', 'Nf6'], ['Rxa8', 'Rxa8'], ['a4', 'Rb8'], ['b4', 'Qe6'], ['a5', 'd5'], ['Bc5', 'dxe4\n'], ['Nxe4', 'Nd7'], ['Bf2', 'Ne5'], ['Rb1', 'Nc4'], ['Qa2', 'Qd5'], ['a6', 'Rxb4'], ['a7', 'Rb2'], ['a8=Q', 'Rxb1+\n'], ['Qxb1', 'Qxa8'], ['h4', 'Qa1'], ['Qxa1', 'Bxa1'], ['Bg3', 'Be5'], ['Bxe5', 'Nxe5'], ['Nf6+', 'Kh8'], ['Kf2', 'c5\n'], ['f4', 'Nc6'], ['Ne4', 'c4'], ['Ke3', 'Kg7'], ['g4', 'Ne7'], ['Kd4', 'f5'], ['gxf5', 'Nxf5+'], ['Kxc4', 'Nxh4\n'], ['Kd5', 'Kf7'], ['Nf2', 'h5'], ['Ke5', 'Nf5'], ['Nh3', 'Nh6'], ['Ng5+', 'Ke7'], ['Ke4', 'Nf7'], ['Nh7', 'Ke6\n'], ['Nf8+', 'Kf6'], ['Nd7+', 'Ke7'], ['Nb6', 'Ke6'], ['Ke3', 'Nd6'], ['Kf3', 'Kf5'], ['Nd5', 'Nc4'], ['Kg3', 'Ke6\n'], ['Nc7+', 'Kf5'], ['Nd5', 'Nd2'], ['Ne7+', 'Kf6'], ['Nd5+', 'Ke6'], ['Ne3', 'Ne4+'], ['Kh4', 'Kf6'], ['f5', 'gxf5\n'], ['Nxf5', 'Kxf5'], ['Kxh5', '']]",1/2-1/2
Tilburg,Tilburg,1994.??.??,1,"Gurevich, Dmitry","Speelman, Jonathan S",,,D02,"[['d4', 'd5'], ['Nf3', 'Bf5'], ['Bf4', 'e6'], ['c4', 'Bd6'], ['Bxd6', 'Qxd6'], ['c5', 'Qe7'], ['Nc3', 'c6'], ['e3', 'Nd7\n'], ['Qb3', 'Rb8'], ['Qa4', 'a6'], ['Be2', 'h6'], ['O-O', 'Ngf6'], ['h3', 'O-O'], ['Rfe1', 'Rfe8'], ['Rad1', 'e5\n'], ['dxe5', 'Nxe5'], ['Nd4', 'Bg6'], ['Qa5', 'Nc4'], ['Bxc4', 'dxc4'], ['e4', 'Nd7'], ['Na4', 'Ne5'], ['Re3', 'Rbd8\n'], ['Rd2', 'Nd3'], ['Nf5', 'Bxf5'], ['exf5', 'Qg5'], ['Rde2', 'Rxe3'], ['Rxe3', 'Nf4'], ['g3', 'Nxh3+'], ['Kg2', 'Nf4+\n'], ['Kg1', 'Rd1+'], ['Re1', 'Rd2'], ['Rf1', 'Ne2+'], ['Kg2', 'Nxg3'], ['Qxd2', 'Qxd2'], ['Kxg3', '']]",0-1
Tilburg,Tilburg,1994.??.??,1,"Speelman, Jonathan S","Gurevich, Dmitry",,,A07,"[['Nf3', 'd5'], ['g3', 'Bg4'], ['Bg2', 'Nd7'], ['O-O', 'e6'], ['d4', 'Bd6'], ['Nbd2', 'c6'], ['e4', 'Ne7'], ['h3', 'Bh5\n'], ['Re1', 'b5'], ['c3', 'O-O'], ['a4', 'Qb8'], ['axb5', 'cxb5'], ['exd5', 'Nxd5'], ['Ne4', 'Bc7'], ['b3', 'a5\n'], ['Bd2', 'Ra7'], ['c4', 'bxc4'], ['bxc4', 'Nb4'], ['Qa4', 'Nb6'], ['Qb3', 'Nc6'], ['g4', 'Bg6'], ['d5', 'exd5\n'], ['cxd5', 'Nd7'], ['Qxb8', 'Ncxb8'], ['Nc3', 'Bd3'], ['Nd4', 'Ra6'], ['Ncb5', 'Bd8'], ['Ra3', 'Bc4'], ['Rc1', 'Bxb5\n'], ['Nxb5', 'Rb6'], ['Bf1', 'Ne5'], ['Bxa5', 'Rf6'], ['Bb4', 'Re8'], ['Nd6', 'Re7'], ['Ne4', 'Nf3+'], ['Rxf3', 'Rxe4\n'], ['Rc8', '']]",1-0
Tilburg,Tilburg,1994.??.??,2,"Speelman, Jonathan S","Tukmakov, Vladimir B",,,A12,"[['Nf3', 'd5'], ['c4', 'c6'], ['e3', 'Nf6'], ['b3', 'Bg4'], ['Bb2', 'Nbd7'], ['Be2', 'e6'], ['O-O', 'Bd6'], ['Nc3', 'O-O\n'], ['h3', 'Bh5'], ['a3', 'a5'], ['cxd5', 'exd5'], ['Nd4', 'Bxe2'], ['Ncxe2', 'Re8'], ['Ng3', 'Bf8'], ['Rb1', 'Qb6\n'], ['Nde2', 'Qa6'], ['Nf4', 'g6'], ['b4', 'axb4'], ['axb4', 'Qa4'], ['Qf3', 'Ne4'], ['Nxe4', 'dxe4'], ['Qg4', 'Ne5\n'], ['Qg3', 'Qb5'], ['Bc3', 'Bg7']]",1/2-1/2
Tilburg rapid20,Tilburg,1994.??.??,2,"Tukmakov, Vladimir B","Speelman, Jonathan S",,,D26,"[['d4', 'd5'], ['c4', 'dxc4'], ['e3', 'e6'], ['Bxc4', 'Nf6'], ['Nf3', 'a6'], ['O-O', 'b5'], ['Bd3', 'Bb7'], ['a4', 'b4\n'], ['Nbd2', 'Nbd7'], ['a5', 'c5'], ['Nc4', 'Be7'], ['Qe2', 'O-O'], ['Rd1', 'Qb8'], ['Bd2', 'Rd8'], ['Rac1', 'cxd4\n'], ['exd4', 'Bd5'], ['Nfe5', 'Nxe5'], ['dxe5', 'Nd7'], ['Bf4', 'Qb7'], ['Qg4', 'Nc5'], ['Nd6', 'Bxd6'], ['exd6', 'Rac8\n'], ['Rxc5', 'Rxc5'], ['Qh4', '']]",1-0
Tilburg rapid20,Tilburg,1994.??.??,2,"Speelman, Jonathan S","Tukmakov, Vladimir B",,,D00,"[['d4', 'd5'], ['Bg5', 'c6'], ['e3', 'Qb6'], ['Qc1', 'Bf5'], ['Nf3', 'Nd7'], ['Nbd2', 'e6'], ['c4', 'Ngf6'], ['a3', 'h6\n'], ['Bh4', 'a5'], ['h3', 'a4'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['Ne5', 'Qd8'], ['Nxd7', 'Qxd7'], ['c5', 'Ne4\n'], ['Nxe4', 'Bxh4'], ['Nc3', 'e5'], ['Qd1', 'exd4'], ['exd4', 'Rfe8'], ['Bf3', 'Be4'], ['Bg4', 'Qe7'], ['g3', 'Bf6\n'], ['Re1', 'Qc7'], ['Nxa4', 'g6'], ['h4', 'Re7'], ['b4', 'Rxa4'], ['Qxa4', 'Bxd4'], ['Qb3', 'Bxa1'], ['Rxa1', 'h5\n'], ['Bh3', 'Qe5'], ['Re1', 'Qf6'], ['Qe3', 'd4'], ['Qf4', 'Qxf4'], ['gxf4', 'Kf8'], ['Rd1', 'd3'], ['Kh2', 'f5\n'], ['Kg3', 'Kf7'], ['Bf1', 'Re8'], ['Bxd3', 'Bd5'], ['a4', 'Ra8'], ['a5', 'Kf6'], ['f3', 'Re8'], ['Kf2', 'Ra8\n'], ['Be2', 'Ke6'], ['Rd4', 'Kf6'], ['Ke3', 'Re8+'], ['Kd2', 'Ra8'], ['Bc4', 'Bxc4'], ['Rxc4', 'Rd8+'], ['Kc3', 'Rd1\n'], ['Rd4', 'Rf1'], ['Rd6+', 'Ke7'], ['a6', 'Rxf3+'], ['Kb2', 'bxa6'], ['Rxc6', 'Rxf4'], ['Kb3', 'Rxh4'], ['Rxa6', 'f4\n'], ['Ra7+', 'Ke6'], ['Ra6+', 'Ke7'], ['Rd6', 'f3'], ['Rd1', 'f2'], ['c6', 'Rd4'], ['Rc1', 'Kd8'], ['b5', 'Rd6\n'], ['Kb4', 'Rf6'], ['Rf1', 'Kc7'], ['Ka5', 'Rf4'], ['Rc1', 'f1=Q'], ['b6+', 'Kd6']]",0-1
Tilburg,Tilburg,1994.??.??,2,"Tukmakov, Vladimir B","Speelman, Jonathan S",,,A41,"[['d4', 'd6'], ['Nf3', 'g6'], ['g3', 'Bf5'], ['Bg2', 'Qc8'], ['h3', 'Bg7'], ['Nc3', 'Nf6'], ['g4', 'Bd7'], ['e4', 'O-O\n'], ['Be3', 'Bc6'], ['d5', 'Be8'], ['Qd2', 'b5'], ['Bh6', 'b4'], ['Bxg7', 'Kxg7'], ['Ne2', 'a5'], ['Ng3', 'c5\n'], ['O-O', 'Nbd7'], ['Qg5', 'Kh8'], ['e5', 'Ng8'], ['exd6', 'exd6'], ['Qf4', 'Ra6'], ['Rfe1', 'f6'], ['Bf1', 'Rb6\n'], ['Nd2', 'Ne5'], ['Qe3', 'g5'], ['f4', 'gxf4'], ['Qxf4', 'Bg6'], ['Nc4', 'Nxc4'], ['Bxc4', 'Bxc2'], ['Re6', 'Qd8\n'], ['Rae1', 'Bg6'], ['h4', 'Bf7'], ['R6e3', 'Qa8'], ['Qf3', 'f5'], ['Qxf5', 'Qd8'], ['g5', 'Bg6'], ['Qg4', 'Rb7\n'], ['Rf3', 'Rxf3'], ['Qxf3', 'Rf7'], ['Qg4', 'Qf8'], ['Rf1', 'Qg7'], ['Rxf7', 'Bxf7'], ['Qf4', 'Ne7'], ['Ne2', 'Qg6\n'], ['h5', 'Qxh5']]",1/2-1/2
ESP-chT,Cordoba,1995.??.??,1,"Karpov, Anatoly","Speelman, Jonathan S",,,A41,"[['d4', 'd6'], ['Nf3', 'g6'], ['g3', 'Bf5'], ['Nh4', 'Bd7'], ['e4', 'Bg7'], ['c3', 'Qc8'], ['Qb3', 'a5'], ['a4', 'Be6'], ['Qc2', 'd5\n'], ['e5', 'c5'], ['Na3', 'Nc6'], ['Be3', 'Nh6'], ['Qd2', 'Ng4'], ['Bg2', 'cxd4'], ['cxd4', 'Nxe3'], ['Qxe3', 'O-O\n'], ['O-O', 'Qd7'], ['Rfc1', 'f6'], ['exf6', 'exf6'], ['Nb5', 'Rfe8'], ['Bf3', 'Bf7'], ['Qd2', 'Re7'], ['Rc5', 'Rae8\n'], ['Rf1', 'Qd8'], ['Ng2', 'Bf8'], ['Rcc1', 'h5'], ['Bd1', 'Kh7'], ['f4', 'Qb6'], ['Bf3', 'f5'], ['Rfd1', 'Bg7\n'], ['Qc3', 'Qd8'], ['Re1', 'Rxe1+'], ['Nxe1', 'Qf6'], ['Nc2', 'g5'], ['fxg5', 'Qxg5'], ['Rf1', 'h4'], ['Bg2', 'hxg3\n'], ['Qxg3', 'Qxg3'], ['hxg3', 'Re7'], ['Bh3', 'Re2'], ['Bxf5+', 'Bg6'], ['Bxg6+', 'Kxg6'], ['Rf2', 'Re4\n'], ['Nd6', 'Rg4'], ['Kg2', 'Bxd4'], ['Kh3', 'Bxf2'], ['Kxg4', 'Ne5+'], ['Kf4', 'Nd3+'], ['Kf3', 'Bxg3']]",1/2-1/2
ESP-chT,Cordoba,1995.??.??,2,"Speelman, Jonathan S","Campora, Daniel H",,,D02,"[['Nf3', 'd5'], ['g3', 'Bg4'], ['Bg2', 'Nd7'], ['O-O', 'c6'], ['d4', 'e6'], ['Nbd2', 'Ngf6'], ['Re1', 'Be7'], ['e4', 'O-O\n'], ['c3', 'c5'], ['exd5', 'Nxd5'], ['Nc4', 'Rc8'], ['Ne3', 'Nxe3'], ['Bxe3', 'Nb6'], ['dxc5', 'Qxd1'], ['Raxd1', 'Bxc5\n'], ['Bc1', 'Nd5'], ['h3', 'Bh5'], ['g4', 'Bg6'], ['Ne5', 'Bc2'], ['Rd2', 'Ba4'], ['Bxd5', 'exd5'], ['Rxd5', 'Rfd8\n'], ['Rxd8+', 'Rxd8'], ['Be3', 'Bxe3'], ['Rxe3', 'Rd1+'], ['Kg2', 'f6'], ['b3', 'Be8'], ['Nc4', 'Bc6+'], ['f3', 'Kf7\n'], ['Kf2', 'g5'], ['Na5', 'Bd5'], ['c4', 'b6'], ['cxd5', 'bxa5'], ['Rc3', 'Rxd5'], ['Ke3', 'a4'], ['bxa4', 'Ra5\n'], ['Rc4', 'Kg6'], ['Kd3', 'h5'], ['Kc3', 'Re5'], ['Re4', 'Rc5+'], ['Kb4', 'Rc2'], ['f4', 'hxg4'], ['hxg4', 'gxf4\n'], ['Rxf4', 'Rxa2'], ['Kb5', 'Rg2'], ['a5', 'Kg5']]",1/2-1/2
ESP-chT,Cordoba,1995.??.??,3,"De la Villa Garcia, Jesus Maria","Speelman, Jonathan S",,,B11,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e6'], ['Be2', 'Nf6'], ['d3', 'Bd6'], ['O-O', 'Bc7\n'], ['g3', 'Nbd7'], ['a3', 'Qe7'], ['Re1', 'O-O'], ['Bf1', 'Rfe8'], ['d4', 'dxe4'], ['Nxe4', 'Nxe4'], ['Qxe4', 'Rad8\n'], ['c3', 'Nf6'], ['Qf3', 'h6'], ['Bd3', 'Rd7'], ['Bc2', 'Qd8'], ['Be3', 'Nd5'], ['Bd2', 'Nf6'], ['Be3', 'Nd5\n'], ['Bd2', 'Nf6'], ['Re2', 'g6'], ['Be3', 'Nd5'], ['Bd2', 'Nf6'], ['Be3', 'Nd5'], ['Bd2', '']]",1/2-1/2
ESP-chT,Cordoba,1995.??.??,7,"Speelman, Jonathan S","Garcia, Pio Jesus",,,A07,"[['Nf3', 'd5'], ['g3', 'c6'], ['Bg2', 'Bg4'], ['O-O', 'Nd7'], ['d4', 'e6'], ['Nbd2', 'f5'], ['c4', 'Bd6'], ['Qb3', 'Rb8\n'], ['Re1', 'Ngf6'], ['Ng5', 'Qe7'], ['f3', 'h6'], ['Nxe6', 'Qxe6'], ['fxg4', 'f4'], ['cxd5', 'cxd5'], ['gxf4', 'Bxf4\n'], ['e4', 'Nxg4'], ['Nf1', 'O-O'], ['h3', 'Nf2'], ['Re2', 'Bxc1'], ['Rxc1', 'Qf7'], ['e5', 'Nb6'], ['e6', 'Qf4\n'], ['e7', 'Qxc1'], ['exf8=Q+', 'Rxf8'], ['Rxf2', 'Rxf2'], ['Kxf2', 'Qf4+'], ['Ke2', 'Qxd4'], ['Ne3', '']]",1-0
ESP-chT,Cordoba,1995.??.??,8,"Illescas Cordoba, Miguel","Speelman, Jonathan S",,,A95,"[['d4', 'e6'], ['Nf3', 'f5'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['c4', 'c6'], ['O-O', 'O-O'], ['Nc3', 'd5'], ['Bg5', 'h6'], ['Bxf6', 'Bxf6\n'], ['e3', 'Qe7'], ['cxd5', 'cxd5'], ['Ne5', 'Bxe5'], ['dxe5', 'Nc6'], ['f4', 'Bd7'], ['Rc1', 'Be8'], ['Qd2', 'Rd8\n'], ['Ne2', 'g5'], ['Nd4', 'Rf7'], ['Rfd1', 'Kh7'], ['Qe2', 'gxf4'], ['exf4', 'Nxd4'], ['Rxd4', 'Rd7'], ['Qe3', 'Rc7\n'], ['Rdd1', 'Qb4'], ['Rxc7', 'Rxc7'], ['Rc1', 'Rxc1+'], ['Qxc1', 'Qd4+'], ['Kh1', 'Bc6'], ['h3', 'Qf2'], ['Qg1', 'Qxg3\n'], ['Qc5', 'Qxf4'], ['Qe7+', 'Kg6'], ['Qxe6+', 'Kh5'], ['Qf6', 'Qg5'], ['Qd6', 'Qc1+'], ['Kh2', 'Qf4+'], ['Kg1', 'd4\n'], ['Bxc6', 'bxc6'], ['Kg2', 'Qe4+']]",0-1
ESP-chT,Cordoba,1995.??.??,9,"Speelman, Jonathan S","Suba, Mihai",,,A30,"[['Nf3', 'c5'], ['c4', 'Nf6'], ['Nc3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'a6'], ['Re1', 'Be7'], ['e4', 'd6'], ['d4', 'cxd4\n'], ['Nxd4', 'Qc7'], ['Be3', 'Nbd7'], ['f4', 'Rc8'], ['Rc1', 'Qb8'], ['Qe2', 'Qa8'], ['Bf2', 'O-O'], ['f5', 'e5\n'], ['Nb3', 'g6'], ['Nd5', 'Nxd5'], ['cxd5', 'Rxc1'], ['Rxc1', 'Nc5'], ['Qf3', 'Qd8'], ['Rf1', 'gxf5'], ['Qxf5', 'Bc8\n'], ['Qh5', 'Qd7'], ['Nd2', 'Qg4'], ['Qxg4+', 'Bxg4'], ['Be3', 'b5'], ['Rc1', 'Rc8']]",1/2-1/2
Kropotkin,Kropotkin,1995.??.??,1,"Speelman, Jonathan S","Tiviakov, Sergei",,,E59,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['Nf3', 'c5'], ['O-O', 'Nc6'], ['a3', 'Bxc3\n'], ['bxc3', 'dxc4'], ['Bxc4', 'Qc7'], ['Bb5', 'a6'], ['Bxc6', 'Qxc6'], ['Re1', 'b5'], ['Ne5', 'Qc7'], ['e4', 'Bb7\n'], ['f3', 'Rfc8'], ['Be3', 'cxd4'], ['cxd4', 'Nd7'], ['Nd3', 'Qc2'], ['a4', 'Qxd1'], ['Rexd1', 'bxa4'], ['Rxa4', 'Bc6\n'], ['Raa1', 'Bb5'], ['Nc5', 'Nxc5']]",1/2-1/2
Kropotkin,Kropotkin,1995.??.??,2,"Poluljahov, Aleksandr","Speelman, Jonathan S",,,E61,"[['d4', 'd6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'Bg4'], ['e3', 'Nf6'], ['Be2', 'a6'], ['O-O', 'O-O'], ['e4', 'Nc6\n'], ['Be3', 'Nd7'], ['Ne1', 'Bxe2'], ['Nxe2', 'Na5'], ['Rc1', 'c5'], ['Nd3', 'cxd4'], ['Nxd4', 'Nf6'], ['b4', 'Nc6\n'], ['Nxc6', 'bxc6'], ['e5', 'dxe5'], ['Nxe5', 'Qc7'], ['Nd3', 'a5'], ['b5', 'cxb5'], ['cxb5', 'Qb8'], ['a4', 'Rd8\n'], ['Qe2', 'Nd5'], ['Bd2', 'Qd6'], ['Nc5', 'Rdc8'], ['Nb7', 'Qa3'], ['Rxc8+', 'Rxc8'], ['Nxa5', 'Rc2'], ['Qe4', 'Qa2\n'], ['Be3', 'Nxe3'], ['Qxe3', 'Qxa4'], ['Qd3', 'Rb2'], ['Nc6', 'Bf6'], ['Qd8+', 'Kg7'], ['Nxe7', 'Bxe7'], ['Qxe7', 'Qxb5']]",1/2-1/2
