WchT U26,Dresden,1969.??.??,?,"Aijala, Jouko","Ljubojevic, Ljubomir",,,B79,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Bd7'], ['Bb3', 'g6'], ['f3', 'Bg7\n'], ['Be3', 'Qa5'], ['Qd2', 'O-O'], ['O-O-O', 'Rfc8'], ['h4', 'Ne5'], ['g4', 'b5'], ['h5', 'Nc4'], ['Bxc4', 'bxc4\n'], ['hxg6', 'fxg6'], ['Qh2', 'Rab8'], ['Nd5', 'c3'], ['Nxf6+', 'exf6'], ['Qxh7+', 'Kf7'], ['Nf5', 'gxf5\n'], ['Rxd6', 'cxb2+'], ['Kb1', 'Qa4'], ['Rd2', 'Rh8']]",0-1
Linares,Linares,1990.??.??,10,"Gelfand, Boris","Ljubojevic, Ljubomir",,,E32,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'O-O'], ['a3', 'Bxc3+'], ['Qxc3', 'b6'], ['Bg5', 'Bb7'], ['f3', 'Nc6\n'], ['e3', 'h6'], ['Bh4', 'd5'], ['cxd5', 'Nxd5'], ['Bxd8', 'Nxc3'], ['Bh4', 'Nd5'], ['Bf2', 'f5'], ['Rc1', 'f4\n'], ['e4', 'Ne3'], ['Ne2', 'Nxf1'], ['Rxf1', 'Rad8'], ['h4', 'Rd7'], ['h5', 'e5'], ['d5', 'Ne7'], ['Bh4', 'g5\n'], ['hxg6', 'Nxg6'], ['Rh1', 'Kg7'], ['Bf2', 'Rf6'], ['Bh4', 'Rfd6'], ['g3', 'c6'], ['gxf4', 'cxd5'], ['f5', 'dxe4\n'], ['Rg1', 'exf3'], ['Nc3', 'Kf7'], ['Rxg6', 'Rxg6'], ['fxg6+', 'Kxg6'], ['Nd1', 'Kf5'], ['Bg3', 'h5'], ['Rc4', 'e4\n'], ['Ne3+', 'Kg5'], ['Rc7', 'Rxc7'], ['Bxc7', 'b5'], ['Kf2', 'a6'], ['Kg3', 'h4+'], ['Kf2', 'Bc6'], ['Kf1', 'Kg6\n'], ['Ke1', 'Kg5'], ['Kf2', 'Kh5'], ['Bd8', 'Bb7'], ['Bb6', 'Bc6'], ['Bc7', 'Kg5'], ['b3', 'Kh5'], ['Ba5', 'Kg5\n'], ['Bd8+', 'Kh5'], ['Bc7', 'Kg5'], ['b4', 'Bb7'], ['Nd1', 'Bc6'], ['Ke3', 'Bb7'], ['Nf2', 'Bc6'], ['Ba5', 'Bb7\n'], ['Bb6', 'Bc6'], ['Ba5', 'Bb7'], ['Bc7', 'Bc6'], ['Bd8+', 'Kh5'], ['Kf4', 'Bb7'], ['Bb6', 'Bc6'], ['Nh3', 'Bd7\n'], ['Ng5', 'f2'], ['Bxf2', 'h3'], ['Bg1', 'e3'], ['Ne4', '']]",1-0
Linares,Linares,1990.??.??,11,"Ljubojevic, Ljubomir","Short, Nigel D",,,C09,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['Ngf3', 'Nc6'], ['exd5', 'exd5'], ['Bb5', 'Bd6'], ['dxc5', 'Bxc5'], ['Nb3', 'Bd6\n'], ['O-O', 'Ne7'], ['Re1', 'O-O'], ['c3', 'Bg4'], ['Be2', 'Re8'], ['Nfd4', 'Bxe2'], ['Rxe2', 'Qd7'], ['Nb5', 'Be5\n'], ['Nc5', 'Qf5'], ['Rxe5', 'Qxe5'], ['Nd3', 'Qf6'], ['Nc7', 'd4'], ['c4', 'Ng6'], ['Nxa8', 'Rxa8'], ['Qe2', 'Nce5\n'], ['Nxe5', 'Nxe5'], ['Bd2', 'h6'], ['Re1', 'Nc6'], ['Qe4', 'Rd8'], ['h3', 'a5'], ['Kf1', 'Qd6'], ['Kg1', 'Qf6\n'], ['Kf1', 'Qd6'], ['Kg1', 'Qf6']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,1,"Popovic, Petar","Ljubojevic, Ljubomir",,,B81,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['g4', 'h6'], ['h4', 'Nc6'], ['Rg1', 'h5\n'], ['gxh5', 'Nxh5'], ['Bg5', 'Nf6'], ['Qd2', 'Qb6'], ['Nb3', 'a6'], ['Be2', 'Qc7'], ['h5', 'Nxh5'], ['Rh1', 'g6\n'], ['Bxh5', 'gxh5'], ['Qe2', 'b5'], ['Rxh5', 'Rxh5'], ['Qxh5', 'b4'], ['Ne2', 'a5'], ['Qh8', 'Ne5'], ['Nbd4', 'Bb7\n'], ['O-O-O', 'Bxe4'], ['Ng3', 'Bg6'], ['f4', 'Nf3'], ['f5', 'Nxd4'], ['Rxd4', 'exf5'], ['Rd2', 'Kd7'], ['Qh3', 'Re8\n'], ['Nxf5', 'Re1+'], ['Rd1', 'Rxd1+'], ['Kxd1', 'Qc4'], ['Nxd6+', '']]",0-1
Manila Interzonal,Manila,1990.??.??,2,"Ljubojevic, Ljubomir","Lautier, Joel",,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'dxe4'], ['Nxe4', 'Be7'], ['Bxf6', 'gxf6'], ['c3', 'f5'], ['Ng3', 'c5\n'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['Nf3', 'Nc6'], ['dxc5', 'Qxd1+'], ['Rxd1', 'Bxc5'], ['O-O', 'Rd8\n'], ['Rxd8+', 'Kxd8'], ['Rd1+', 'Ke7'], ['Re1', 'Kf6'], ['Nh5+', 'Kg6'], ['Nf4+', 'Kf6'], ['Nh5+', 'Kg6\n'], ['Nf4+', 'Kf6']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,3,"Ehlvest, Jaan","Ljubojevic, Ljubomir",,,E12,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['Nc3', 'Bb7'], ['a3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'Be7'], ['Bb5+', 'c6\n'], ['Bd3', 'O-O'], ['e4', 'Nxc3'], ['bxc3', 'c5'], ['O-O', 'Qc7'], ['Re1', 'Rd8'], ['Be3', 'Nd7'], ['Qe2', 'Nf8\n'], ['h4', 'Ng6'], ['g3', 'Nf8'], ['Nd2', 'Rac8'], ['Ba6', 'Bxa6'], ['Qxa6', 'Nd7'], ['e5', 'Nb8'], ['Qe2', '']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,4,"Ljubojevic, Ljubomir","Kortschnoj, Viktor",,,B70,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be2', 'Nc6'], ['Bg5', 'Bg7'], ['Nb3', 'Be6\n'], ['Qd2', 'O-O'], ['Rd1', 'a5'], ['a4', 'Rc8'], ['O-O', 'Nb4'], ['Nd4', 'Bc4'], ['Rfe1', 'Qb6'], ['Ndb5', 'Bxb5\n'], ['Bxb5', 'Rfd8'], ['Qe2', 'h6'], ['Be3', 'Qc7'], ['Rd4', 'd5'], ['exd5', 'Nfxd5'], ['Nxd5', 'Nxd5'], ['Rc4', 'Qe5\n'], ['Rxc8', 'Rxc8'], ['c3', 'Nxe3'], ['Qxe3', 'Qxe3'], ['Rxe3', 'e6'], ['Rd3', 'Be5']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,5,"Seirawan, Yasser","Ljubojevic, Ljubomir",,,A36,"[['c4', 'c5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nc3', 'Nc6'], ['a3', 'd6'], ['e3', 'Be6'], ['d3', 'Qd7'], ['h3', 'Nf6'], ['e4', 'O-O\n'], ['Nge2', 'Qd8'], ['Rb1', 'a5'], ['O-O', 'Ne8'], ['f4', 'f5'], ['exf5', 'gxf5'], ['Be3', 'Rb8'], ['b3', 'Nd4\n'], ['Bxd4', 'cxd4'], ['Nb5', 'Bd7'], ['b4', 'Kh8'], ['bxa5', 'Qxa5'], ['Qe1', 'Qxe1'], ['Rfxe1', 'e5'], ['Rb3', 'Bf6\n'], ['Reb1', 'Rf7'], ['Kf2', 'b6'], ['Rb4', 'Rc8']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,6,"Ljubojevic, Ljubomir","Khalifman, Alexander",,,B10,"[['e4', 'c6'], ['d3', 'e5'], ['Nf3', 'Nf6'], ['Be2', 'd6'], ['O-O', 'Nbd7'], ['Re1', 'g6'], ['Bf1', 'Bg7'], ['d4', 'O-O\n'], ['dxe5', 'Nxe5'], ['Nxe5', 'dxe5'], ['Qf3', 'Be6'], ['Nd2', 'Qc7'], ['Qc3', 'Nd7'], ['a4', 'Rfe8'], ['a5', 'Rab8\n'], ['Nc4', 'b5'], ['axb6', 'axb6'], ['Be3', 'Bf8'], ['b4', 'Ra8'], ['Qb2', 'b5'], ['Nd2', 'Nb6'], ['c3', 'Reb8\n'], ['Rxa8', 'Rxa8'], ['Ra1', 'Rxa1'], ['Qxa1', 'Na4'], ['c4', '']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,7,"De Firmian, Nick E","Ljubojevic, Ljubomir",,,B93,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f4', 'Qc7'], ['a4', 'e6'], ['Bd3', 'Nc6\n'], ['Nxc6', 'bxc6'], ['O-O', 'Be7'], ['Kh1', 'a5'], ['Qf3', 'e5'], ['f5', 'd5'], ['Qg3', 'Nh5'], ['Qf3', 'Nf6\n'], ['Qg3', 'O-O'], ['Bh6', 'Nh5'], ['Qf3', 'Nf6'], ['Qg3', 'Nh5'], ['Qf3', '']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,8,"Ljubojevic, Ljubomir","Rechlis, Gad",,,A30,"[['Nf3', 'Nf6'], ['c4', 'b6'], ['g3', 'c5'], ['Bg2', 'Bb7'], ['O-O', 'g6'], ['Nc3', 'Bg7'], ['d4', 'cxd4'], ['Qxd4', 'O-O\n'], ['Qh4', 'd6'], ['Bh6', 'Nbd7'], ['b3', 'Rc8'], ['Rfd1', 'Rc5'], ['Bxg7', 'Kxg7'], ['Qd4', 'Qa8'], ['Ne1', 'a6\n'], ['e4', 'b5'], ['Nd3', 'Rcc8'], ['cxb5', 'axb5'], ['Qb4', 'Nc5'], ['Nxc5', 'Rxc5'], ['a4', 'bxa4'], ['Rxa4', 'Qb8\n'], ['e5', 'Bxg2'], ['exf6+', 'Kxf6'], ['Qh4+', 'Kg7'], ['Kxg2', 'Qxb3'], ['Rd3', 'Rfc8'], ['Qd4+', 'e5\n'], ['Ne4', 'Qc2'], ['Qxd6', 'R8c6'], ['Qe7', 'Qxd3'], ['Nxc5', 'Qd5+'], ['Ne4', 'Ra6'], ['Qc5', 'Qb7'], ['Rb4', 'Qa8\n'], ['Qxe5+', 'f6'], ['Qe7+', '']]",1-0
Manila Interzonal,Manila,1990.??.??,9,"Dolmatov, Sergey","Ljubojevic, Ljubomir",,,B72,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Nc6'], ['f3', 'e5'], ['Nb3', 'Be6\n'], ['Qd2', 'a6'], ['O-O-O', 'Rc8'], ['Kb1', 'Na5'], ['g4', 'Nc4'], ['Bxc4', 'Bxc4'], ['Bh6', 'Bxh6'], ['Qxh6', 'b5\n'], ['Rd2', 'Rc6'], ['h4', 'a5'], ['Nc1', 'b4'], ['Nd1', 'Ng8'], ['Qe3', 'h5'], ['g5', 'Ne7'], ['f4', 'Qc7'], ['Qf3', 'a4\n'], ['Ne3', 'a3'], ['b3', 'Bb5'], ['Nd3', 'O-O'], ['Rhd1', 'Bxd3'], ['Rxd3', 'Rc8'], ['R1d2', 'Rc3'], ['Nc4', 'Rxd3\n'], ['Rxd3', 'Qc5'], ['Rxd6', 'exf4'], ['Qxf4', 'Qg1+'], ['Qc1', 'Qh2'], ['Qe1', 'Nc6'], ['e5', 'Nxe5'], ['Rd2', 'Nf3\n'], ['Rxh2', 'Nxe1'], ['Rf2', 'Rd8'], ['Kc1', 'Rd4'], ['Ne3', 'Rxh4'], ['Rf1', 'Nxc2'], ['Nxc2', 'Rg4'], ['Kd2', 'Kg7\n'], ['Ke3', 'Rg3+'], ['Kf2', 'Rxg5'], ['Nxb4', 'Rc5'], ['Nd3', 'Rc2+'], ['Ke3', 'Rxa2'], ['b4', 'Rc2'], ['Ra1', 'a2\n'], ['b5', 'Rc8'], ['Rxa2', 'Re8+'], ['Kf3', 'Rb8'], ['Rb2', 'Kf6'], ['Nc5', 'Ke7'], ['Ke4', 'Kd6'], ['Kd4', 'h4\n'], ['Ne4+', 'Ke6'], ['b6', 'Kf5'], ['b7', 'Kg4'], ['Ke3', 'f5'], ['Nf2+', 'Kg3'], ['Nh1+', 'Kg4'], ['Nf2+', 'Kg3\n'], ['Nh1+', 'Kg4'], ['Rb4+', 'Kg5'], ['Nf2', 'Kf6'], ['Nd3', 'h3'], ['Kf2', 'f4'], ['Nc5', 'Kf5'], ['Nd7', '']]",1-0
Manila Interzonal,Manila,1990.??.??,10,"Ljubojevic, Ljubomir","Georgiev, Kiril",,,B77,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'Nc6'], ['Qd2', 'O-O\n'], ['Bc4', 'Nd7'], ['Bb3', 'Nb6'], ['h4', 'Na5'], ['Qd3', 'Nxb3'], ['axb3', 'd5'], ['Nde2', 'Be6'], ['O-O-O', 'dxe4\n'], ['Qxe4', 'Qc7'], ['Nd4', 'Bd7'], ['h5', 'Qe5'], ['hxg6', 'hxg6'], ['Qxe5', 'Bxe5'], ['Nde2', 'Rfd8'], ['Bf4', 'Bxf4+\n'], ['Nxf4', 'Bc6'], ['Rde1', 'e6'], ['Nd3', 'a5'], ['Ne5', 'a4'], ['bxa4', 'Nxa4'], ['Nxa4', 'Rxa4'], ['Rh8+', 'Kxh8\n'], ['Nxf7+', 'Kg7'], ['Nxd8', 'Ra1+'], ['Kd2', 'Rxe1'], ['Kxe1', 'Bd5'], ['c4', 'Bxc4'], ['Nxb7', 'Kf6\n'], ['Kf2', 'Ke5'], ['Ke3', 'Kd5'], ['Nd8', 'e5'], ['Nf7', 'Bb3'], ['Ng5', 'Kd6'], ['Ne4+', 'Kc6'], ['Kd3', 'Kd5\n'], ['Nd2', 'Ba4'], ['b3', 'Bb5+'], ['Ke3', 'Bd7'], ['Kd3', 'Bb5+'], ['Nc4', 'Ba6'], ['Kc3', 'Bb5'], ['Ne3+', 'Kc5\n'], ['Nc4', 'Kd5'], ['Kd3', 'Ba6'], ['Ke3', 'Bb5'], ['Nd2', 'Bd7'], ['Ne4', 'Bc6'], ['Ng5', 'Bb5'], ['Nh7', 'Ke6\n'], ['Ng5+', 'Kd5'], ['Ne4', 'Bc6'], ['Nf2', 'Bb5'], ['Nd3', 'Ke6'], ['Nc1', 'Bc6'], ['Nd3', 'Bb5'], ['Ne1', 'Bc6\n'], ['Nc2', 'Bb5'], ['Na3', 'Bc6'], ['Nc4', 'Bb5'], ['Kd2', 'Kd5'], ['Kc3', 'Ba6'], ['Ne3+', 'Kc5'], ['b4+', 'Kd6\n'], ['Kd2', 'Bb5'], ['Nd1', 'Bf1'], ['g3', 'Bc4'], ['Nc3', 'Kc6'], ['Ke3', 'Kd6'], ['Kf2', 'Bd3'], ['Kg2', 'Bf5\n'], ['Kh2', 'Bc8'], ['Kg1', 'Bf5'], ['Kg2', 'Bc8'], ['Kf2', 'Bb7'], ['Ke2', 'Bc6'], ['Ke3', 'Bb7'], ['Kf2', 'Kc7\n'], ['Kg2', 'Kb6'], ['Kf2', 'Kc7'], ['Ke2', 'Kd7'], ['Ke3', 'Kd6'], ['g4', 'Kc7'], ['Kf2', 'Kd6'], ['Kg3', 'Kc7\n'], ['Kg2', 'Kd6'], ['Kf2', 'Kc7'], ['Ke2', 'Kd7'], ['Ke3', 'Kc7'], ['Ne4', 'Bc6'], ['Kd3', 'Bb5+'], ['Kd2', 'Bc6\n'], ['Ke3', 'Bb7'], ['Ng5', 'Bd5']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,11,"Tal, Mihail","Ljubojevic, Ljubomir",,,D26,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Bd3', 'd5'], ['Nf3', 'cxd4'], ['exd4', 'dxc4'], ['Bxc4', 'O-O\n'], ['O-O', 'Nc6'], ['Bg5', 'Be7'], ['Re1', 'Bd7'], ['a3', 'Rc8'], ['Qd3', 'Nd5'], ['Bxe7', 'Ndxe7'], ['Rad1', 'Ng6\n'], ['Ba2', 'Nce7'], ['d5', 'exd5'], ['Nxd5', 'Nxd5'], ['Bxd5', 'Qf6'], ['Bxb7', 'Rc7'], ['Be4', 'Qxb2'], ['Qd6', 'Qb6\n'], ['Qg3', 'Bc8'], ['Rd6', 'Qa5'], ['Rd5', 'Rc5'], ['Rxc5', 'Qxc5'], ['Nd2', 'Rd8'], ['Nb1', 'Be6'], ['Qc3', 'Qb6\n'], ['g3', 'Rc8'], ['Qd3', 'Qa5'], ['Rd1', 'Nf8'], ['Qd2', 'Qa4'], ['Re1', 'h6'], ['Qb2', 'Nd7'], ['Nc3', 'Qa5\n'], ['Re3', 'Nf6'], ['Bf3', 'Ng4'], ['Bxg4', 'Bxg4'], ['Qb4', 'Qf5'], ['Qd4', 'Bh3'], ['Qd2', 'Qa5'], ['Qc1', 'Qc5\n'], ['Qb2', 'a5'], ['Qc1', 'Rd8'], ['Qb2', 'Kh7'], ['Qb1+', 'f5'], ['Ne2', 'Qb5'], ['Qa1', 'Qa4'], ['Nc3', 'Qc6\n'], ['f3', 'Rd2'], ['Qe1', 'Rg2+'], ['Kh1', 'Qc4'], ['g4', 'Qc7'], ['Re5', 'Rc2']]",0-1
Manila Interzonal,Manila,1990.??.??,12,"Ljubojevic, Ljubomir","Adams, Michael",,,A30,"[['Nf3', 'Nf6'], ['c4', 'b6'], ['g3', 'c5'], ['Bg2', 'Bb7'], ['O-O', 'e6'], ['Nc3', 'Be7'], ['d4', 'cxd4'], ['Qxd4', 'd6\n'], ['b3', 'O-O'], ['Bb2', 'a6'], ['Rfd1', 'Nbd7'], ['e4', 'Qc7'], ['Qe3', 'Rfe8'], ['h3', 'Rac8'], ['Ne1', 'Qb8\n'], ['Nd3', 'Bf8'], ['Re1', 'Ba8'], ['Rac1', 'b5'], ['cxb5', 'axb5'], ['Ba3', 'Rc7'], ['Bb4', 'Ne5'], ['Nxe5', 'dxe5\n'], ['Ba5', 'Rd7'], ['b4', 'Bc6'], ['a3', 'Qa8'], ['Rcd1', 'Ra7'], ['Bf1', 'Rb8'], ['Rb1', '']]",1/2-1/2
Manila Interzonal,Manila,1990.??.??,13,"Damljanovic, Branko","Ljubojevic, Ljubomir",,,A14,"[['Nf3', 'c5'], ['c4', 'Nf6'], ['Nc3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'Be7'], ['b3', 'O-O'], ['Bb2', 'd5\n'], ['e3', 'dxc4'], ['bxc4', 'Nc6'], ['Qe2', 'Qd7'], ['Rfd1', 'Rad8'], ['d4', 'cxd4'], ['exd4', 'Na5'], ['Rac1', 'Rfe8\n'], ['Nb5', 'a6'], ['Nc3', 'Rc8'], ['Ne5', 'Qc7'], ['Ne4', 'Nxe4'], ['Bxe4', 'Bxe4'], ['Qxe4', 'Bd6'], ['d5', 'f6\n'], ['Nf3', 'e5'], ['Nd2', 'Qd7'], ['Bc3', 'Nb7'], ['Qb1', 'Bc5'], ['Bb4', 'e4'], ['Bxc5', 'Nxc5'], ['Qxb6', 'e3\n'], ['fxe3', 'Rxe3'], ['Nb3', 'Re2'], ['Nd4', 'Rxa2'], ['Qb1', 'Qa4'], ['Qf5', 'Rb8'], ['Re1', 'Rbb2'], ['Qc8+', 'Kf7\n'], ['Re7+', 'Kxe7'], ['Nf5+', 'Kf7'], ['Nd6+', 'Ke7'], ['Nf5+', 'Kf7'], ['Nd6+', 'Ke7']]",1/2-1/2
Novi Sad ol (Men),Novi Sad,1990.??.??,1,"Hansen, Curt","Ljubojevic, Ljubomir",,,A29,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Nb6'], ['a3', 'Be6'], ['d3', 'Nd4\n'], ['Nd2', 'Qc8'], ['e3', 'Nc6'], ['Nf3', 'Bh3'], ['O-O', 'Bxg2'], ['Kxg2', 'Qd7'], ['b4', 'a6'], ['Bb2', 'Rd8\n'], ['b5', 'axb5'], ['Nxb5', 'Be7'], ['a4', 'O-O'], ['Bxe5', 'Nxe5'], ['Nxe5', 'Qd5+'], ['Nf3', 'c6'], ['Nd4', 'Bf6\n'], ['Rb1', 'Bxd4'], ['exd4', 'Qa5'], ['Qb3', 'Nd5'], ['Rfe1', 'Rd7'], ['Ne5', 'Rc7'], ['Nc4', 'Qa7'], ['Nb6', 'Nxb6\n'], ['Qxb6', 'Qxb6'], ['Rxb6', 'Ra8'], ['Rb4', 'Rd7'], ['Reb1', 'Kf8'], ['Kf3', 'Ra7'], ['Ke3', 'Ke8'], ['Rc1', 'Re7+\n'], ['Kf3', 'Kd7'], ['Rc5', 'Kd6'], ['g4', 'Re1'], ['Rf5', 'f6'], ['h4', 'Ra1'], ['a5', 'Kc7'], ['d5', 'Ra3'], ['Ke3', 'R3xa5\n'], ['d6+', 'Kxd6'], ['Rxa5', 'Rxa5'], ['Rxb7', 'Re5+'], ['Kd4', 'c5+'], ['Kc4', 'Re2'], ['Rxg7', '']]",1/2-1/2
Novi Sad ol (Men),Novi Sad,1990.??.??,2,"Ljubojevic, Ljubomir",Wong Meng Kong,,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Be6'], ['d4', 'Bxb3'], ['Qxb3', 'Na5'], ['Qc2', 'Nd7'], ['Rd1', 'Qc8'], ['Nbd2', 'c5'], ['dxc5', 'dxc5\n'], ['Nf1', 'Re8'], ['Ne3', 'Bf8'], ['Nh2', 'Nf6'], ['Nhg4', 'Qe6'], ['Nxf6+', 'Qxf6'], ['Nd5', 'Qc6'], ['b3', 'c4\n'], ['b4', 'Nb7'], ['a4', 'Nd6'], ['Be3', 'bxa4'], ['Bb6', 'Rec8'], ['f3', 'Rab8'], ['Ba5', 'Rb5'], ['Rxa4', 'f5\n'], ['Kh1', 'h6'], ['Ra2', 'fxe4'], ['fxe4', 'Nb7'], ['Qe2', 'Nxa5'], ['bxa5', 'Rd8'], ['Qg4', 'Kh8'], ['Rf2', 'Rb7\n'], ['Rdf1', 'Bc5'], ['Rf7', 'Rg8'], ['Kh2', 'Rxf7'], ['Rxf7', 'Qb5'], ['Rc7', 'Bd6'], ['Rc8', 'Rxc8'], ['Qxc8+', 'Kh7\n'], ['Qf5+', 'Kh8'], ['Qe6', 'Bc5'], ['Qc8+', 'Kh7'], ['Qc7', 'Kh8'], ['h4', 'Bf8'], ['Qc8', 'Kg8'], ['h5', 'Qxa5\n'], ['Ne7+', 'Kf7'], ['Ng6', 'Qc5'], ['Qxa6', 'Bd6'], ['Qa8', 'Be7'], ['Nh8+', 'Ke6'], ['Qg8+', 'Kd7'], ['Qxg7', 'Kc8\n'], ['Qxh6', 'Qf2'], ['Qe6+', '']]",1-0
Novi Sad ol (Men),Novi Sad,1990.??.??,3,"Barbero, Gerardo F","Ljubojevic, Ljubomir",,,D94,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'dxc4'], ['Bxc4', 'Nbd7\n'], ['a4', 'Qc7'], ['h3', 'e5'], ['a5', 'exd4'], ['exd4', 'b5'], ['axb6', 'Nxb6'], ['Ba2', 'Re8'], ['Re1', 'Bf5\n'], ['Bg5', 'Rxe1+'], ['Qxe1', 'Re8'], ['Qc1', 'Qb7'], ['Ne5', 'Nfd5'], ['Nxd5', 'cxd5'], ['Bh6', 'Rc8'], ['Qf4', 'Bxh6\n'], ['Qxh6', 'Qe7'], ['Rc1', '']]",1/2-1/2
Novi Sad ol (Men),Novi Sad,1990.??.??,4,"Ljubojevic, Ljubomir","Gelfand, Boris",,,B96,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'e6'], ['f4', 'Nbd7'], ['Qf3', 'Qc7\n'], ['Be2', 'b5'], ['f5', 'b4'], ['fxe6', 'Ne5'], ['Qxf6', 'gxf6'], ['Nd5', 'Qa7'], ['Nxf6+', 'Kd8'], ['Nd5+', 'Ke8\n'], ['Nf6+', 'Kd8'], ['Nd5+', '']]",1/2-1/2
Novi Sad ol (Men),Novi Sad,1990.??.??,5,"Wojtkiewicz, Aleksander","Ljubojevic, Ljubomir",,,A37,"[['Nf3', 'c5'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Nc6'], ['Nc3', 'd6'], ['O-O', 'Bf5'], ['d3', 'Qd7'], ['Bd2', 'Bh3\n'], ['a3', 'Bxg2'], ['Kxg2', 'e6'], ['Rb1', 'Nge7'], ['b4', 'h6'], ['h4', 'f5'], ['Qc1', 'Kf7'], ['Re1', 'Kg8\n'], ['Qd1', 'Kh7'], ['Qb3', 'b6'], ['b5', 'Nd8'], ['e4', 'Nf7'], ['Re2', 'Bf6'], ['Rh1', 'Kg7'], ['h5', 'g5'], ['exf5', 'Nxf5\n'], ['Ne4', 'g4'], ['Nh2', 'Nd4'], ['Qd1', 'Nxe2'], ['Qxe2', 'Bd4'], ['Qxg4+', 'Kf8'], ['Nf3', 'Bg7'], ['Rh4', 'Rg8\n'], ['Qg6', 'Ke7'], ['Rf4', 'Raf8'], ['Nh4', 'Kd8'], ['Qh7', 'Be5'], ['Ng6', 'Bxf4'], ['Bxf4', '']]",1/2-1/2
Novi Sad ol (Men),Novi Sad,1990.??.??,6,"Ljubojevic, Ljubomir","Georgiev, Kiril",,,B97,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'e6'], ['f4', 'Qb6'], ['Nb3', 'Nbd7\n'], ['Be2', 'Be7'], ['Qd3', 'Qc7'], ['Bf3', 'h6'], ['Bxf6', 'Nxf6'], ['O-O-O', 'e5'], ['f5', 'Bd7'], ['Kb1', 'b5\n'], ['Nd2', 'Rc8'], ['h4', 'h5'], ['Nd5', 'Nxd5'], ['exd5', 'Qb6'], ['Be4', 'Bf6'], ['Qf3', 'Ke7'], ['g3', 'a5\n'], ['Bd3', 'a4']]",1/2-1/2
