Staffordshire op,Staffordshire,1975.??.??,5,"Short, Nigel D","Evans, JS.",,,B02,"[['e4', 'd5'], ['exd5', 'Nf6'], ['Nc3', 'Nxd5'], ['Nxd5', 'Qxd5'], ['d4', 'Nc6'], ['Be3', 'e5'], ['dxe5', 'Qxe5'], ['c3', 'Bd6\n'], ['Nf3', 'Bg4'], ['Nxe5', 'Bxd1'], ['Nxc6', 'Ba4'], ['Nd4', 'Bd7'], ['Nb5', 'Be5'], ['f4', 'a6'], ['Nd4', 'Bd6\n'], ['O-O-O', 'O-O'], ['Bd3', 'Rae8'], ['Rhe1', 'Bg4'], ['Be2', 'Rxe3'], ['Bxg4', 'Rxe1'], ['Rxe1', 'Bxf4+\n'], ['Kc2', 'Bxh2'], ['Bf3', 'c5'], ['Nf5', 'b6'], ['Ne7+', 'Kh8'], ['Nd5', 'b5'], ['Re7', 'f5'], ['Ra7', 'g5\n'], ['Rxa6', 'g4'], ['Be2', 'Rd8'], ['Rh6', 'Bg1'], ['Rh1', 'Bf2'], ['Rd1', 'c4'], ['b3', 'Ra8'], ['Kb2', 'Re8\n'], ['Bf1', 'Re4'], ['bxc4', 'bxc4'], ['Nf6', 'Re6'], ['Nh5', 'Rb6+'], ['Kc2', 'h6'], ['Bxc4', 'Kh7'], ['Nf4', 'Kg7\n'], ['Rd7+', 'Kh8'], ['a4', 'Rc6'], ['Bd5', 'Rf6'], ['Kb3', 'Be3'], ['Rd8+', 'Kh7'], ['Bg8+', 'Kh8'], ['Nh5', 'Bb6\n'], ['Rc8', 'Rd6'], ['Be6+', 'Bd8'], ['Bxf5', 'Kg8'], ['Nf6+', 'Kf7'], ['Nxg4', 'Bb6'], ['Kb4', 'h5'], ['Nh2', 'Rd2\n'], ['Be4', 'Rb2+'], ['Kc4', 'Ke7'], ['Rh8', 'Ra2'], ['Kb3', 'Re2'], ['Bf3', 'Re3'], ['Nf1', 'Re1'], ['Nd2', 'Bc7\n'], ['Rxh5', 'Bf4'], ['Ne4', 'Rb1+'], ['Ka2', 'Rb8'], ['a5', 'Bc1'], ['g4', 'Rb2+'], ['Ka1', 'Rb3'], ['Bd1', 'Ra3+\n'], ['Kb1', 'Be3'], ['Kb2', '']]",1-0
Korchnoi Birthday KO 3rd-4th playoff,Zurich SUI,2001.04.29,3.2,"Short,N","Piket,Je",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['c4', 'c6\n'], ['Qc2', 'Na6'], ['a3', 'Re8'], ['Nc3', 'Bg4'], ['Nxe4', 'dxe4'], ['Bxe4', 'Bxf3'], ['Bxf3', 'Qh4'], ['g3', 'Qxd4\n'], ['Bg5', 'Qe5'], ['Qd2', 'Qf5'], ['Qxd6', 'Qxf3'], ['Rae1', 'h6'], ['Bc1', 'Qb3'], ['Rxe8+', 'Rxe8']]",1/2-1/2
Korchnoi Birthday KO 3rd-4th playoff,Zurich SUI,2001.04.29,3.1,"Piket,Je","Short,N",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['b3', 'Bb7'], ['Bg2', 'Bb4+'], ['Bd2', 'a5'], ['O-O', 'O-O\n'], ['Qc2', 'd6'], ['Bc3', 'Nbd7'], ['a3', 'Bxc3'], ['Nxc3', 'e5'], ['dxe5', 'dxe5'], ['Rfd1', 'Qb8'], ['e4', 'Re8\n'], ['Nd5', 'c6'], ['Nxf6+', 'Nxf6'], ['c5', 'bxc5'], ['Nd2', 'Ba6'], ['Qxc5', 'Rd8'], ['Nf1', 'Rxd1'], ['Rxd1', 'Qxb3\n'], ['Ne3', 'Bb5'], ['h3', 'Re8'], ['Rd6', 'Qb1+'], ['Rd1', 'Qb3'], ['Bf3', 'g6'], ['Kg2', 'Kg7'], ['Qc1', 'Qe6\n'], ['h4', 'h5'], ['Qc3', 'a4'], ['Rd2', 'Qe7'], ['Kh2', 'Kg8'], ['Kg2', 'Qe6'], ['Rd1', 'Qe7']]",1/2-1/2
4NCL,Birmingham ENG,2001.05.05,9,"Hennigan,M","Short,N",,,C07,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['Ngf3', 'Nf6'], ['exd5', 'Nxd5'], ['dxc5', 'Nd7'], ['c4', 'N5f6'], ['Nb3', 'Qc7\n'], ['Be2', 'Nxc5'], ['O-O', 'Bd7'], ['Nxc5', 'Bxc5'], ['a3', 'a5'], ['b3', 'Bc6'], ['Bb2', 'Ng4'], ['h3', 'h5\n'], ['hxg4', 'Bxf3'], ['g5', 'Rd8'], ['Qc2', 'Bc6'], ['Rad1', 'Rxd1'], ['Qxd1', 'h4'], ['Bf3', 'h3'], ['Bxc6+', 'bxc6\n'], ['Bxg7', 'hxg2'], ['Bxh8', 'Qg3'], ['Bd4', 'Qh3']]",0-1
4NCL,Birmingham ENG,2001.05.07,11,"Short,N","Adams,Mi",,,C88,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['h3', 'Bb7\n'], ['d3', 'h6'], ['Nbd2', 'Re8'], ['a3', 'Bf8'], ['Ba2', 'd6'], ['Nf1', 'Ne7'], ['Nh4', 'd5'], ['Qf3', 'Qd6'], ['exd5', 'Bxd5\n'], ['Bxd5', 'Nexd5'], ['Nf5', 'Qe6'], ['N1g3', 'Rad8'], ['Bd2', 'Kh7'], ['Re2', 'g6'], ['Nd4', 'Qd6'], ['Rae1', 'c5\n'], ['Nb3', 'c4'], ['Nc1', 'Bg7'], ['dxc4', 'bxc4'], ['Na2', 'Qc7'], ['Nb4', 'a5'], ['Nxd5', 'Nxd5'], ['h4', 'h5\n'], ['Ne4', 'f5'], ['Ng5+', 'Kg8'], ['Qg3', 'Qb6']]",1/2-1/2
II Magistral,Merida MEX,2001.05.16,1,"Hernandez,Gi","Short,N",,,C14,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Be7'], ['e5', 'Nfd7'], ['Bxe7', 'Qxe7'], ['f4', 'a6'], ['Qd2', 'c5\n'], ['dxc5', 'Qxc5'], ['Nf3', 'Nc6'], ['O-O-O', 'Nb6'], ['h4', 'Bd7'], ['Rh3', 'h6'], ['Rg3', 'Rg8'], ['h5', 'O-O-O\n'], ['Kb1', 'f6'], ['exf6', 'gxf6'], ['Rxg8', 'Rxg8'], ['f5', 'e5'], ['Nxd5', 'Nxd5'], ['Qxd5', 'Qxd5'], ['Rxd5', 'Bxf5\n'], ['Rd6', 'Rd8'], ['Rxd8+', 'Kxd8'], ['Be2', 'Bg4'], ['Ng1', 'Be6'], ['Kc1', 'f5'], ['Kd2', 'Ke7'], ['g3', 'Kf6\n'], ['b3', 'f4'], ['gxf4', 'exf4'], ['c3', 'a5'], ['Kd3', 'Bd5'], ['c4', 'Bg2'], ['Bf3', 'Bxf3'], ['Nxf3', 'Kf5\n'], ['a3', 'b6'], ['Nd2', 'Ke5'], ['Nf3+', 'Kf5'], ['Nd2', 'Ne5+'], ['Kd4', 'f3']]",1/2-1/2
II Magistral,Merida MEX,2001.05.17,2,"Short,N","Khalifman,A",,,B11,"[['e4', 'c6'], ['Nf3', 'd5'], ['Nc3', 'Bg4'], ['h3', 'Bh5'], ['d4', 'e6'], ['Bd3', 'Nf6'], ['e5', 'Nfd7'], ['g4', 'Bg6\n'], ['Bxg6', 'hxg6'], ['Ne2', 'c5'], ['c3', 'Nc6'], ['Kf1', 'Be7'], ['Kg2', 'Qb6'], ['Rb1', 'a5'], ['Be3', 'a4\n'], ['Nf4', 'Qa6'], ['h4', 'a3'], ['b3', 'cxd4'], ['cxd4', 'Nb4'], ['Qd2', 'O-O-O'], ['Ng5', 'Bxg5'], ['hxg5', 'Rxh1\n'], ['Rxh1', 'Nc6'], ['Nd3', 'Kb8'], ['Rh3', 'Qb5'], ['Rf3', 'Rf8'], ['Qd1', 'Qa6'], ['Ne1', 'f6'], ['gxf6', 'gxf6\n'], ['exf6', 'Rxf6'], ['Nc2', 'Ka8'], ['Rh3', 'Rf8'], ['Bh6', 'Rf7'], ['Re3', 'e5'], ['dxe5', 'Ndxe5'], ['Qxd5', 'Rd7\n'], ['Qe4', 'Rd1'], ['Re1', 'Rd8'], ['Bg5', 'Rf8'], ['Re3', 'Qb5'], ['Nxa3', '']]",1-0
II Magistral,Merida MEX,2001.05.18,3,"Anand,V","Short,N",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'g6'], ['d4', 'Bd7'], ['O-O', 'Bg7'], ['Re1', 'Nge7\n'], ['d5', 'Na5'], ['Bxd7+', 'Qxd7'], ['b3', 'O-O'], ['c4', 'c5'], ['Bd2', 'b6'], ['Qc1', 'Nb7'], ['a3', 'f5'], ['Nc3', 'f4\n'], ['Qc2', 'Bf6'], ['Reb1', 'Qc7'], ['Ne1', 'g5'], ['Na4', 'Nc8'], ['b4', 'Bd8'], ['Rb3', 'Ra7'], ['Rab1', 'Qg7\n'], ['bxc5', 'bxc5'], ['Nd3', 'Rf7'], ['Bc3', 'Re7'], ['Qe2', 'Rc7'], ['g3', 'Qd7'], ['Nab2', 'Qh3'], ['Kh1', 'Rf7\n'], ['gxf4', 'gxf4'], ['Rg1+', 'Kf8'], ['Qd1', 'f3'], ['Rg3', 'Qh4'], ['Qg1', 'Ne7'], ['Bxe5', 'dxe5'], ['Nxe5', 'Nd6\n'], ['Rbxf3', 'Qxe4'], ['Nxf7', 'Nxf7'], ['Nd3', 'Ng6'], ['Nxc5', 'Qxc4'], ['Ne6+', 'Ke8'], ['Qd1', 'Rd7\n'], ['Rd3', 'Bb6'], ['Rg4', 'Qa2'], ['Re4', 'Nfe5'], ['Rd2', 'Qxa3'], ['f4', 'Nf7'], ['Rd3', 'Qa2'], ['Rb3', 'Rd6\n'], ['Nc5+', 'Ne7'], ['Qe1', 'Bd8'], ['Re2', '']]",1-0
II Magistral,Merida MEX,2001.05.20,4,"Short,N","Hernandez,Gi",,,A34,"[['e4', 'c5'], ['Nf3', 'e6'], ['c4', 'Nc6'], ['Nc3', 'Nf6'], ['Be2', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Be7'], ['O-O', 'O-O\n'], ['Be3', 'Bd7'], ['Nb3', 'a6'], ['f4', 'Rb8'], ['a3', 'b6'], ['Rc1', 'Bc8'], ['Bf3', 'Bb7'], ['Qe2', 'Nd7'], ['Rfd1', 'Ba8\n'], ['Rc2', 'Qc8'], ['Nc1', 'Rb7'], ['b4', 'Rc7'], ['Nb3', 'Ncb8'], ['Na4', 'b5'], ['Nb2', 'bxc4'], ['Nxc4', 'e5\n'], ['Rdc1', 'Qd8'], ['Nba5', 'f5'], ['exf5', 'e4'], ['Bg4', 'd5'], ['Ne5', 'Rxc2'], ['Rxc2', 'Bf6'], ['Nac6', 'Nxc6\n'], ['Nxc6', 'Bxc6'], ['Rxc6', 'Nb8'], ['Rc1', 'Qd7'], ['Bc5', 'Re8'], ['Rd1', 'Qb7'], ['Qf2', '']]",1-0
II Magistral,Merida MEX,2001.05.20,4,"Short,N","Hernandez,Gi",,,A34,"[['e4', 'c5'], ['Nf3', 'e6'], ['c4', 'Nc6'], ['Nc3', 'Nf6'], ['Be2', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Be7'], ['O-O', 'O-O\n'], ['Be3', 'Bd7'], ['Nb3', 'a6'], ['f4', 'Rb8'], ['a3', 'b6'], ['Rc1', 'Bc8'], ['Bf3', 'Bb7'], ['Qe2', 'Nd7'], ['Rfd1', 'Ba8\n'], ['Rc2', 'Qc8'], ['Nc1', 'Rb7'], ['b4', 'Rc7'], ['Nb3', 'Ncb8'], ['Na4', 'b5'], ['Nb2', 'bxc4'], ['Nxc4', 'e5\n'], ['Rdc1', 'Qd8'], ['Nba5', 'f5'], ['exf5', 'e4'], ['Bg4', 'd5'], ['Ne5', 'Rxc2'], ['Rxc2', 'Bf6'], ['Nac6', 'Nxc6\n'], ['Nxc6', 'Bxc6'], ['Rxc6', 'Nb8'], ['Rc1', 'Qd7'], ['Rd1', 'Kh8'], ['Qd2', '']]",1-0
II Magistral,Merida MEX,2001.05.21,5,"Khalifman,A","Short,N",,,C12,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Bb4'], ['e5', 'h6'], ['Bd2', 'Bxc3'], ['bxc3', 'Ne4'], ['Qg4', 'Kf8\n'], ['Bd3', 'Nxd2'], ['Kxd2', 'c5'], ['Nf3', 'c4'], ['Be2', 'Nc6'], ['a4', 'a6'], ['Rhb1', 'Rb8'], ['h4', 'b5\n'], ['axb5', 'axb5'], ['Qf4', 'Qe7'], ['Qe3', 'Ke8'], ['h5', 'Kd8'], ['Ng1', 'b4'], ['f4', 'Bd7'], ['cxb4', 'Rxb4\n'], ['Rxb4', 'Qxb4+'], ['Qc3', 'Qxc3+'], ['Kxc3', 'Kc7'], ['Bf3', 'Rf8'], ['Ne2', 'f6'], ['exf6', 'Rxf6\n'], ['g3', 'Rf8'], ['Ng1', 'Rg8'], ['Ne2', '']]",1/2-1/2
II Magistral,Merida MEX,2001.05.22,6,"Short,N","Anand,V",,,B11,"[['e4', 'c6'], ['Nf3', 'd5'], ['Nc3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e6'], ['Be2', 'Nf6'], ['O-O', 'dxe4'], ['Nxe4', 'Nxe4\n'], ['Qxe4', 'Nd7'], ['d4', 'Nf6'], ['Qe3', 'Bd6'], ['c4', 'O-O'], ['b3', 'Qe7'], ['a3', 'e5'], ['Bb2', 'Rfe8\n'], ['dxe5', 'Bxe5'], ['Bxe5', 'Qxe5'], ['Qxe5', 'Rxe5'], ['Bf3', 'Kf8'], ['Rfd1', 'Rae8'], ['b4', 'Ke7\n'], ['Kf1', 'Rd8'], ['c5', 'Rd7'], ['h4', 'h6'], ['Rxd7+', 'Kxd7'], ['Rd1+', 'Kc7'], ['Rd4', 'a5'], ['g3', '']]",1/2-1/2
2nd IECC,Ohrid MKD,2001.06.01,1,"Short,N","Yegiazarian,A",,,B85,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Qc7'], ['Nc3', 'e6'], ['Be2', 'a6'], ['O-O', 'Nf6'], ['Kh1', 'Be7\n'], ['f4', 'd6'], ['Be3', 'O-O'], ['Qe1', 'Nxd4'], ['Bxd4', 'b5'], ['a3', 'Bb7'], ['Qg3', 'Bc6'], ['Rad1', 'Qb7\n'], ['Bf3', 'Rad8'], ['Qe1', 'Kh8'], ['b4', 'Qc7'], ['Rd3', 'Rd7'], ['e5', 'dxe5'], ['fxe5', 'Ng8'], ['Ne4', 'Nh6\n'], ['Qf2', 'Nf5'], ['Bb6', 'Qb8'], ['Rxd7', 'Bxd7'], ['Bc5', 'Bc6'], ['Bxe7', 'Nxe7'], ['Nc5', 'Qc8'], ['h3', 'Bxf3\n'], ['Qxf3', 'Nd5'], ['Qe2', 'Qc6'], ['c4', 'Nb6'], ['cxb5', 'axb5'], ['Rd1', 'Nd5'], ['Rf1', 'Kg8'], ['Rf3', 'Ne7\n'], ['Kh2', 'h6'], ['Rd3', 'Nd5'], ['Qg4', 'g6'], ['Qe4', 'Kg7'], ['h4', 'Qc7'], ['Kh3', 'Qe7'], ['Rf3', 'f5\n'], ['exf6+', 'Rxf6'], ['Qe5', 'Kf7'], ['Ne4', 'Rxf3+'], ['gxf3', 'Qc7'], ['Qxc7+', 'Nxc7'], ['Kg4', 'e5\n'], ['h5', 'gxh5+'], ['Kxh5', 'Ke6'], ['Kxh6', 'Kf5'], ['Nc3', 'Kf4'], ['Kg6', 'Kxf3'], ['Kf5', 'Ke3'], ['Kxe5', 'Kd3\n'], ['Ne4', 'Kc4'], ['Nc5', 'Nd5'], ['Nb7', 'Nxb4'], ['Nd6+', 'Kb3'], ['axb4', 'Kxb4'], ['Nxb5', '']]",1/2-1/2
2nd IECC,Ohrid MKD,2001.06.02,2,"Gdanski,J","Short,N",,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['Nf3', 'Qb6'], ['Be3', 'a6'], ['a3', 'Qa7'], ['Ne2', 'Nc6\n'], ['c3', 'b5'], ['dxc5', 'Bxc5'], ['Bxc5', 'Nxc5'], ['Ned4', 'Bd7'], ['Bd3', 'Na5'], ['Bc2', 'Nc4'], ['Qc1', 'Rc8\n'], ['O-O', 'h6'], ['Kh1', 'O-O'], ['Rb1', 'Qc7'], ['Qe1', 'a5'], ['Qe2', 'Rb8'], ['Nd2', 'f6'], ['b4', 'Nxd2\n'], ['Qxd2', 'Ne4'], ['Bxe4', 'dxe4'], ['Qa2', 'Qxc3']]",1/2-1/2
2nd IECC,Ohrid MKD,2001.06.03,3,"Short,N","Rechlis,G",,,B25,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'd6'], ['f4', 'e6'], ['Nf3', 'Nge7'], ['O-O', 'O-O\n'], ['Be3', 'Nd4'], ['e5', 'Nef5'], ['Bf2', 'Bd7'], ['Ne4', 'Bc6'], ['c3', 'Nxf3+'], ['Bxf3', 'dxe5'], ['fxe5', 'Bxe4\n'], ['dxe4', 'Ne7'], ['Bxc5', 'Nc6'], ['Bxf8', 'Qb6+'], ['Kh1', 'Bxf8'], ['Qb3', 'Qc7'], ['Bg4', 'Re8'], ['Be2', 'Nxe5\n'], ['Qa4', 'Ra8'], ['Rad1', 'h5'], ['Qd4', 'Be7'], ['b4', 'Kg7'], ['a3', 'b6'], ['c4', 'a5'], ['Rb1', 'axb4\n'], ['axb4', 'Ra2'], ['Rb2', 'Ra3'], ['Rbb1', 'Ra2'], ['Rf2', 'h4'], ['Bf1', 'Ra3'], ['gxh4', 'Bxh4'], ['Rc2', 'Bf6\n'], ['c5', 'bxc5'], ['bxc5', 'Nc6'], ['Qd6', 'Ra7'], ['Qxc7', 'Rxc7'], ['Ba6', 'Nd4'], ['Rc4', 'Be5'], ['Rb7', 'Rxb7\n'], ['Bxb7', 'Nb5'], ['Bc6', 'Nc7'], ['Kg2', 'Kh6'], ['Rc1', 'Bd4'], ['Ba4', 'Kg7'], ['Kf3', 'Kf6'], ['Rc2', 'Be5\n'], ['h3', 'Kg5'], ['Ke3', 'Kh4'], ['Rf2', 'f6'], ['Rf3', 'g5'], ['Bd1', 'Bf4+'], ['Kd3', 'Be5'], ['Be2', 'Bf4\n'], ['c6', 'Ne8'], ['Kc4', 'Nd6+'], ['Kd4', 'Ne8'], ['Kc5', 'Bg3'], ['Bf1', 'g4'], ['hxg4', 'Kxg4'], ['Be2', 'Bd6+\n'], ['Kb6', 'Kg5'], ['Bc4', 'f5'], ['exf5', 'exf5'], ['Bf7', 'Nc7'], ['Rd3', 'Be5'], ['Rd7', 'Kf6'], ['Rxc7', '']]",1-0
2nd IECC,Ohrid MKD,2001.06.04,4,"Atalik,S","Short,N",,,D37,"[['d4', 'e6'], ['Nf3', 'Nf6'], ['c4', 'd5'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'c5'], ['dxc5', 'Bxc5'], ['cxd5', 'Nxd5\n'], ['Nxd5', 'exd5'], ['a3', 'Nc6'], ['Bd3', 'Bb6'], ['O-O', 'Bg4'], ['h3', 'Bh5'], ['b4', 'a6'], ['Rc1', 'Re8\n'], ['Bxa6', 'Rxa6'], ['b5', 'Rxa3'], ['bxc6', 'bxc6'], ['Rxc6', 'Re6'], ['Rxe6', 'fxe6'], ['Qc1', 'Qa8\n'], ['Qb2', 'Bxf3'], ['Qxb6', 'Ra6'], ['Qc7', 'Be4'], ['Be5', 'Ra7'], ['Qb6', 'Ra6'], ['Qb5', 'Ra7'], ['Rc1', 'h6\n'], ['f3', 'Bg6'], ['Qb6', 'Re7'], ['Ra1', 'Qc8'], ['Qd6', 'Qd7'], ['Ra8+', 'Kh7'], ['Qb8', 'Qe8'], ['Qb4', 'Qxa8\n'], ['Qxe7', 'Qg8'], ['h4', 'Qf7'], ['Qxf7', 'Bxf7'], ['g4', '']]",1/2-1/2
2nd IECC,Ohrid MKD,2001.06.05,5,"Short,N","Sokolov,And",,,B24,"[['e4', 'c5'], ['Nc3', 'e6'], ['g3', 'd5'], ['d3', 'Nf6'], ['Bg2', 'Be7'], ['f4', 'Nc6'], ['Bd2', 'Rb8'], ['Nf3', 'b5'], ['Ne5', 'Bb7\n'], ['Nxb5', 'dxe4'], ['O-O', 'O-O'], ['a4', 'a6'], ['Nc3', 'Ba8'], ['Nxc6', 'Bxc6'], ['Qc1', 'Rb4'], ['Re1', 'Rd4\n'], ['Be3', 'exd3'], ['Bxd4', 'Bxg2'], ['Be3', 'Ba8'], ['cxd3', 'Qxd3'], ['Qd1', 'Qf5'], ['Qe2', 'Ng4'], ['Rad1', 'Bf6\n'], ['Bf2', 'Nxf2'], ['Qxf2', 'h5'], ['h4', 'Bd4'], ['Rxd4', 'cxd4'], ['Qxd4', 'Qh3'], ['Kf2', 'Qg2+'], ['Ke3', 'Qxg3+\n'], ['Kd2', 'Qxh4'], ['Qe5', 'Rd8+'], ['Kc2', 'Qf2+'], ['Re2', 'Qd4'], ['Qxh5', 'Qd3+'], ['Kb3', 'Bf3']]",0-1
2nd IECC,Ohrid MKD,2001.06.06,6,"Malakhatko,V","Short,N",,,D37,"[['d4', 'e6'], ['c4', 'Nf6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bf4', 'c5'], ['dxc5', 'Na6'], ['e3', 'Nxc5'], ['Be2', 'O-O\n'], ['O-O', 'dxc4'], ['Bxc4', 'a6'], ['Ne5', 'Ncd7'], ['Be2', 'Nxe5'], ['Bxe5', 'Qa5'], ['Bg3', 'b5'], ['Bf3', 'Ra7\n'], ['a3', 'Rd8'], ['Qe2', 'Rad7'], ['Rfd1', 'Qb6'], ['Rxd7', 'Rxd7'], ['Rd1', 'Bb7'], ['Be5', 'Bxf3'], ['Qxf3', 'Rxd1+\n'], ['Qxd1', 'Qc6'], ['Ne2', 'Nd7'], ['Bc3', 'Nb6'], ['h3', 'Nd5'], ['Bd4', 'Bf8'], ['Nc3', 'f6'], ['Nxd5', 'Qxd5\n'], ['Qc2', 'e5']]",1/2-1/2
2nd IECC,Ohrid MKD,2001.06.07,7,"Short,N","Mikhalevski,V",,,C82,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Nbd2', 'Nc5'], ['c3', 'Bg4'], ['Bc2', 'Qd7'], ['Re1', 'Rd8'], ['Nb3', 'Be7'], ['h3', 'Bh5'], ['Nxc5', 'Bxc5\n'], ['a4', 'Ne7'], ['axb5', 'axb5'], ['Qe2', 'Bxf3'], ['Qxf3', 'O-O'], ['h4', 'Qe6'], ['Bg5', 'Rde8'], ['b4', 'Bb6\n'], ['h5', 'Rb8'], ['Bf6', 'Ng6'], ['Rad1', 'gxf6'], ['exf6', 'Qc6'], ['Bb3', 'Kh8'], ['Bxd5', 'Nh4'], ['Bxc6', 'Nxf3+\n'], ['Bxf3', 'c5'], ['Rd7', 'cxb4'], ['cxb4', 'Rbd8'], ['Ree7', 'Kg8'], ['Bd5', 'Rxd7'], ['Rxd7', 'Rd8'], ['Bxf7+', 'Kf8\n'], ['Be6', 'Rxd7'], ['Bxd7', 'Bd4'], ['Bxb5', 'Bc3'], ['Bd3', 'Bxb4'], ['Bxh7', 'Kf7'], ['g3', 'Kxf6'], ['f4', 'Be1\n'], ['Kg2', '']]",1-0
2nd IECC,Ohrid MKD,2001.06.09,8,"Neverov,V","Short,N",,,A40,"[['d4', 'e6'], ['c4', 'b6'], ['e4', 'Bb7'], ['Bd3', 'Bb4+'], ['Bd2', 'Nc6'], ['Ne2', 'Qf6'], ['Bxb4', 'Nxb4'], ['Nbc3', 'Nxd3+\n'], ['Qxd3', 'a6'], ['O-O', 'Ne7'], ['f4', 'Qg6'], ['f5', 'exf5'], ['Nf4', 'Qg5'], ['exf5', 'O-O-O'], ['Ne4', 'Qh6\n'], ['Ng3', 'd5'], ['Rac1', 'g5'], ['f6', 'gxf4'], ['fxe7', 'Rd7'], ['Nf5', 'dxc4'], ['Qd2', 'Qg6'], ['Rxf4', 'b5\n'], ['b3', 'cxb3'], ['axb3', 'Re8'], ['Rc5', 'Bd5'], ['Qc2', 'Kb7'], ['b4', 'c6'], ['h3', 'Be6'], ['Qc3', 'Bd5\n'], ['Qc2', 'Be6'], ['Qc3', '']]",1/2-1/2
2nd IECC,Ohrid MKD,2001.06.10,9,"Short,N","Shulman,Y",,,C18,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Qg4', 'O-O'], ['Bd3', 'Qa5\n'], ['Ne2', 'cxd4'], ['Bg5', 'Ng6'], ['f4', 'Nd7'], ['h4', 'f5'], ['Qg3', 'Rf7'], ['h5', 'Ngf8'], ['Qh4', 'Nc5\n'], ['Be7', 'dxc3'], ['Rh3', 'Bd7'], ['Nd4', 'Rc8'], ['Bxc5', 'Qxc5'], ['Qf2', 'Ba4'], ['Ke2', 'Qb6'], ['Rg1', 'Nd7\n'], ['g4', 'fxg4'], ['Rxg4', 'Nxe5']]",0-1
2nd IECC,Ohrid MKD,2001.06.11,10,"Wells,P","Short,N",,,A13,"[['Nf3', 'd5'], ['c4', 'e6'], ['g3', 'a6'], ['b3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['Bb2', 'dxc4'], ['bxc4', 'c5\n'], ['Nc3', 'Nc6'], ['e3', 'Qd3'], ['Na4', 'Nd7'], ['Rc1', 'Rb8'], ['Ne1', 'Qg6'], ['d4', 'cxd4'], ['exd4', 'Rd8\n'], ['d5', 'exd5'], ['cxd5', 'Na7'], ['Nd3', 'Nb5'], ['Re1', 'Bf6'], ['Qe2', 'Bxb2'], ['Naxb2', 'Nf8'], ['Ne5', 'Qf6\n'], ['Nbc4', 'Bf5'], ['Qe3', 'h5']]",1/2-1/2
