Wch U12,Menorca,1996.??.??,1,"Sakinis, Robertas","Inarkiev, Ernesto",,,B26,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nge2', 'e6'], ['O-O', 'Nge7'], ['d3', 'O-O'], ['Be3', 'd6\n'], ['Qd2', 'Nd4'], ['Nd1', 'd5'], ['Nxd4', 'cxd4'], ['Bh6', 'e5'], ['Bxg7', 'Kxg7'], ['f4', 'dxe4'], ['dxe4', 'f6\n'], ['c3', 'Nc6'], ['Nf2', 'Be6'], ['a3', 'Na5'], ['Qc2', 'Bb3'], ['Qb1', 'Bc4'], ['Rd1', 'Nb3'], ['Ra2', 'Be2\n'], ['Re1', 'd3'], ['a4', 'a5'], ['Ra3', 'Qb6'], ['Bh1', 'Rad8'], ['Kg2', 'Bf3+'], ['Kg1', 'Bxh1'], ['Kxh1', 'Nd2\n'], ['Qc1', 'Qxf2'], ['Rg1', 'Nf3'], ['Rg2', 'd2']]",0-1
World Rapid 2018,St Petersburg RUS,2018.12.28,12.23,"Inarkiev,E","Mamedov,Rau",,,B37,"[['c4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['e4', 'Bg7'], ['Nc2', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'O-O\n'], ['O-O', 'Nd7'], ['Bd2', 'a5'], ['Re1', 'Nc5'], ['Bf1', 'Ne5'], ['Be3', 'Be6'], ['Bd4', 'a4'], ['Ne3', 'Bd7\n'], ['Qd2', 'Ne6'], ['Ne2', 'Nxd4'], ['Nxd4', 'Nc6'], ['Nb5', 'Qa5'], ['Rad1', 'Rfd8'], ['Nd5', 'Bg4'], ['Qxa5', 'Rxa5\n'], ['Rd2', 'Kf8'], ['f4', 'Bd7'], ['Red1', 'Bg4'], ['Re1', 'Be6'], ['Be2', 'Na7'], ['Nd4', 'Bd7'], ['Red1', 'Be8\n'], ['Nb6', 'Nc8'], ['Nd5', 'e6'], ['Nc3', 'Bh6'], ['b4', 'axb3'], ['Nxb3', 'Ra8'], ['g3', 'e5'], ['Nd5', 'exf4\n'], ['Nxf4', 'Bg7'], ['c5', 'Be5'], ['Nd3', 'Bc3'], ['Rc2', 'Bg7'], ['Nf4', 'Bc6'], ['Bf3', 'Be5'], ['Nd3', 'Bf6\n'], ['Nb4', 'Ba4'], ['e5', 'dxc5'], ['exf6', 'Rxd1+'], ['Bxd1', 'cxb4'], ['Rc7', 'Nd6'], ['Bf3', 'Be8'], ['Nc5', 'Rxa2\n'], ['Nxb7', 'Ra7'], ['Kf2', 'b3'], ['Re7', 'Nxb7'], ['Rxb7', 'Rxb7'], ['Bxb7', 'b2'], ['Be4', 'Bd7']]",0-1
World Rapid 2018,St Petersburg RUS,2018.12.28,13.44,"Kevlishvili,Robby","Inarkiev,E",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['Qd3', 'a6'], ['Nxc6', 'Qxc6'], ['Qg3', 'b5\n'], ['a3', 'Bb7'], ['Bd3', 'Nf6'], ['O-O', 'h5'], ['e5', 'Nd5'], ['Nxd5', 'Qxd5'], ['h4', 'Be7'], ['Bg5', 'f6\n'], ['Bg6+', 'Kd8'], ['Bf4', 'f5'], ['Rad1', 'Qc4'], ['Rd3', 'Bc6'], ['Rfd1', 'Kc7'], ['Rc3', 'Qe2'], ['Rd2', 'Qg4\n'], ['Qxg4', 'hxg4'], ['h5', 'b4'], ['Rcd3', 'bxa3'], ['bxa3', 'Rab8'], ['f3', 'Bc5+'], ['Kh2', 'gxf3'], ['gxf3', 'Rb1\n'], ['Rc3', 'Bg1+'], ['Kh3', 'Bb6'], ['Rd6', 'Rh1+'], ['Bh2', 'Bg1'], ['Kg2', 'Rxh2+'], ['Kxg1', 'Re2'], ['Rcxc6+', 'dxc6\n'], ['Rxe6', 'Rd8'], ['Re7+', 'Kb6'], ['Kf1', 'Rxc2'], ['Ke1', 'Rdd2'], ['Bxf5', 'Ra2'], ['Bb1', 'Rab2'], ['Re8', 'Kc5\n'], ['e6', 'Rh2'], ['Bd3', 'Rh1+'], ['Bf1', 'Rb1+']]",0-1
World Rapid 2018,St Petersburg RUS,2018.12.28,14.24,"Inarkiev,E","Tomashevsky,E",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['h4', 'h5'], ['Bd3', 'Bxd3'], ['Qxd3', 'e6'], ['Bg5', 'Be7'], ['Nf3', 'Nh6\n'], ['Nbd2', 'Nf5'], ['Nf1', 'Qa5+'], ['c3', 'Qa6'], ['Qd2', 'Nd7'], ['Ng3', 'Nxg3'], ['fxg3', 'f6'], ['Bf4', 'O-O-O\n'], ['Qe3', 'Rhe8'], ['Kf2', 'fxe5'], ['Nxe5', 'Nxe5'], ['Bxe5', 'Rf8+'], ['Bf4', 'Bd6'], ['Rhe1', 'Bxf4\n'], ['gxf4', 'Rde8'], ['g3', 'g6'], ['Kg2', 'Rf5'], ['Qd2', 'Qa5'], ['Re3', 'Qc7'], ['Rae1', 'Qd6'], ['R1e2', 'a6\n'], ['Qe1', 'Rf6'], ['Re5', 'Kb8'], ['R2e3', 'Ka8'], ['Qe2', 'Qd7'], ['Qd3', 'Rf5'], ['Qe2', 'Rxe5'], ['Rxe5', 'Qf7\n'], ['Kh2', 'Kb8'], ['b3', 'Qd7'], ['Qd3', 'Qf7'], ['Qe3', 'Kc8'], ['c4', 'Kd7'], ['c5', 'Qf6'], ['b4', 'Ke7\n'], ['a4', 'Kf7'], ['b5', 'axb5'], ['axb5', 'Qd8'], ['b6', 'Qa8'], ['Qd3', 'Qa1'], ['Re2', 'Qf1'], ['Qe3', 'Qb1\n'], ['Kg2', 'Re7'], ['Qe5', 'Qd3'], ['Ra2', 'Qb3'], ['Qe2', 'Qc3'], ['Ra4', 'Re8'], ['Qf2', 'Qd3'], ['Kh2', 'Qe4\n'], ['Qd2', 'Qf3'], ['Ra7', 'Re7'], ['Ra1', 'Re8'], ['Qb2', 'Qe3'], ['Ra3', 'Qe1'], ['Qc2', 'Qb4'], ['Qd3', 'Qb2+\n'], ['Kg1', 'Qc1+'], ['Kg2', 'Qb2+'], ['Kf3', 'Qc1'], ['Ra7', 'Re7'], ['Qe2', 'Qh1+'], ['Kf2', 'Qh2+'], ['Kf3', 'Qh1+\n'], ['Kf2', 'Qh2+'], ['Kf3', 'Qh1+']]",1/2-1/2
World Rapid 2018,St Petersburg RUS,2018.12.28,15.27,"Amonatov,F","Inarkiev,E",,,B48,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['Be3', 'a6'], ['Qd2', 'Nf6'], ['O-O-O', 'Be7\n'], ['f3', 'b5'], ['g4', 'Nxd4'], ['Bxd4', 'Bb7'], ['Kb1', 'O-O'], ['Bd3', 'b4'], ['Ne2', 'e5'], ['Be3', 'd5'], ['g5', 'Nxe4\n'], ['fxe4', 'dxe4'], ['Bc4', 'Qxc4'], ['Qd7', 'Rac8'], ['Qxb7', 'Qxe2'], ['Qxe7', 'Qxe3'], ['Qxb4', 'Rb8\n'], ['Qd2', 'Qxd2'], ['Rxd2', 'f5'], ['gxf6', 'gxf6'], ['c4', 'Rbd8'], ['Re2', 'f5'], ['c5', 'Kf7'], ['c6', 'Rd6\n'], ['Rc1', 'Rc8'], ['c7', 'Rd7'], ['Rec2', 'e3'], ['b4', 'f4'], ['a4', 'f3'], ['b5', 'axb5'], ['axb5', 'e2'], ['b6', 'Rd6\n'], ['b7', 'Rb6+'], ['Rb2', 'Rxb7'], ['Rxb7', 'f2'], ['Rb8', 'Rxc7'], ['Rxc7+', 'Ke6'], ['Rb6+', 'Kd5'], ['Rd7+', 'Kc5\n'], ['Rdd6', 'e1=Q+'], ['Kb2', 'Qe2+'], ['Kb3', 'Qf3+'], ['Ka4', 'f1=Q']]",0-1
World Blitz 2018,St Petersburg RUS,2018.12.29,1.40,"Tang,Andrew","Inarkiev,E",,,D00,"[['d4', 'd5'], ['Bf4', 'Nf6'], ['e3', 'e6'], ['Nf3', 'Bd6'], ['Nbd2', 'O-O'], ['Bd3', 'Bxf4'], ['exf4', 'b6'], ['Qe2', 'c5\n'], ['c3', 'Nc6'], ['Ne5', 'Qd6'], ['Nxc6', 'Qxc6'], ['Nf3', 'Bb7'], ['O-O', 'a5'], ['Rfe1', 'a4'], ['a3', 'Qc8\n'], ['Qe5', 'Ba6'], ['Bc2', 'h6'], ['f5', 'exf5'], ['Bxf5', 'Qb8'], ['Bc2', 'Bb5'], ['Qf5', 'Bd7'], ['Qd3', 'Re8\n'], ['Ne5', 'Qd6'], ['Re2', 'Re7'], ['Rae1', 'Rae8'], ['h3', 'cxd4'], ['Qxd4', 'Qc5'], ['Nxd7', 'Qxd4'], ['Rxe7', 'Rxe7\n'], ['Rxe7', 'Qf4'], ['Nxf6+', 'gxf6'], ['Re2', 'd4'], ['cxd4', 'Qxd4'], ['g3', 'Kg7'], ['Re4', 'Qxb2'], ['Rg4+', 'Kf8\n'], ['Bxa4', 'Qxa3'], ['Rf4', 'Qd6'], ['Rf5', 'Qe6'], ['g4', 'Ke7'], ['Bb5', 'Qe4'], ['Kh2', 'Qd4'], ['Kg3', 'Kf8\n'], ['Kg2', 'Kg7'], ['Kg3', 'Qe4'], ['Kh2', 'Qb7'], ['Kg3', 'Qh1'], ['Rh5', 'Qg1+'], ['Kf3', 'Kg6'], ['Bd3+', 'Kg7\n'], ['Bb5', 'Qh2'], ['Be2', 'f5'], ['Rxf5', 'Qxh3+'], ['Ke4', 'Qg2+'], ['Ke3', 'Qg1'], ['Kd2', 'f6'], ['f3', 'Qd4+\n'], ['Kc2', 'Kf7'], ['Kb3', 'Qd2'], ['Bc4+', 'Kg6'], ['Bb5', 'Qe3+'], ['Kc2', 'h5'], ['Bd3', 'Qf2+'], ['Kb3', 'hxg4\n'], ['fxg4', 'Qxf5'], ['Bxf5+', 'Kg5'], ['Kb4', '']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.29,2.67,"Inarkiev,E","Reshetnikov,Al",,,D11,"[['c4', 'c6'], ['d4', 'd5'], ['Nf3', 'Nf6'], ['g3', 'Bf5'], ['Nc3', 'e6'], ['Nh4', 'Be4'], ['f3', 'Bg6'], ['Qb3', 'Qb6\n'], ['Nxg6', 'hxg6'], ['c5', 'Qc7'], ['Bf4', 'Qc8'], ['e4', 'Be7'], ['exd5', 'exd5'], ['O-O-O', 'Nh5'], ['Be5', 'Nd7\n'], ['Bh3', 'Nxc5'], ['dxc5', 'Qxh3'], ['g4', 'Qxf3'], ['gxh5', 'Qe3+'], ['Kb1', 'Qxe5'], ['Qxb7', 'O-O\n'], ['Rhe1', 'Qf5+'], ['Ka1', 'Bf6'], ['Qxc6', 'Rab8'], ['Rd2', 'Qxh5'], ['Nxd5', 'Bh4'], ['Red1', 'Rfc8\n'], ['Qd6', 'Rd8'], ['Qc6', 'Rdc8'], ['Qd6', 'Rd8'], ['Qc6', 'Rdc8'], ['Qd6', '']]",1/2-1/2
World Blitz 2018,St Petersburg RUS,2018.12.29,3.74,"Hakobyan,Aram","Inarkiev,E",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'Nf6'], ['a3', 'Bxc3+'], ['bxc3', 'O-O'], ['cxd5', 'exd5'], ['Bd3', 'c5\n'], ['Ne2', 'b6'], ['O-O', 'Ba6'], ['Ng3', 'Re8'], ['f3', 'Bxd3'], ['Qxd3', 'Nc6'], ['Ra2', 'Qd7'], ['Re2', 'h5\n'], ['Bb2', 'Rad8'], ['Nf5', 'g6'], ['Ng3', 'Re6'], ['Rfe1', 'cxd4'], ['cxd4', 'Ne7'], ['e4', 'h4'], ['Nf1', 'Nh5\n'], ['Qd2', 'Re8'], ['Qg5', 'Nf5'], ['Qd2', 'Nd6'], ['e5', 'Nc4'], ['Qg5', 'Qe7'], ['Qg4', 'Qd8'], ['f4', 'Ng7\n'], ['Qf3', 'Nf5'], ['Ba1', 'Qe7'], ['Ra2', 'b5'], ['g4', 'hxg3'], ['hxg3', 'a5'], ['g4', 'Nh4'], ['Qh3', 'g5\n'], ['Ng3', 'Rh6'], ['Nh5', 'b4'], ['axb4', 'axb4'], ['fxg5', 'Qxg5'], ['Rf2', 'Rxh5'], ['e6', 'Rxe6'], ['Ref1', 'Rh7\n'], ['Qg3', 'Qe3'], ['Qb8+', 'Re8'], ['Qc7', 'Nf3+'], ['Kg2', 'Ng5'], ['Rf5', 'Qh3+'], ['Kf2', 'Ne4+'], ['Ke1', 'Qe3+']]",0-1
World Blitz 2018,St Petersburg RUS,2018.12.29,4.49,"Inarkiev,E","Zakhartsov,Vl",,,A28,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['e3', 'Bb4'], ['Qc2', 'Bxc3'], ['Qxc3', 'Qe7'], ['Be2', 'O-O'], ['d4', 'exd4\n'], ['Nxd4', 'Ne4'], ['Qd3', 'Qb4+'], ['Kf1', 'Re8'], ['Nb5', 'Nc5'], ['Qd2', 'Qxd2'], ['Bxd2', 'Ne6'], ['a3', 'a6\n'], ['Nc3', 'a5'], ['b3', 'b6'], ['Nd5', 'Ra7'], ['Bc3', 'Nc5'], ['Rb1', 'Ne4'], ['Be1', 'd6'], ['f3', 'Nc5'], ['Kf2', 'Ne7\n'], ['b4', 'Ne6'], ['Nc3', 'axb4'], ['axb4', 'Bd7'], ['Bd2', 'Rea8'], ['Rhc1', 'h6'], ['h4', 'Ra3'], ['h5', 'Nc6\n'], ['Rb2', 'Ra1'], ['Rxa1', 'Rxa1'], ['f4', 'Ne7'], ['Nd5', 'Kf8'], ['g4', 'Bc6'], ['Bf3', 'Ba8'], ['Bc3', 'Ra3\n'], ['Rc2', 'Nxd5'], ['cxd5', 'Nd8'], ['Bd4', 'Ra7'], ['g5', 'hxg5'], ['fxg5', 'Ra4'], ['Rxc7', 'Bb7'], ['h6', 'gxh6\n'], ['gxh6', 'Ra2+'], ['Kg3', '']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.29,5.31,"Grachev,B","Inarkiev,E",,,A34,"[['Nf3', 'c5'], ['c4', 'Nf6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['Qa4+', 'Bd7'], ['Qb3', 'Nb4'], ['a3', 'Be6'], ['Qa4+', 'N4c6\n'], ['d3', 'f6'], ['g3', 'Bf7'], ['Qb5', 'b6'], ['Bg2', 'a6'], ['Qa4', 'Qd7'], ['O-O', 'e5'], ['Nd2', 'Ra7'], ['Qd1', 'Be7\n'], ['Nc4', 'b5'], ['Nb6', 'Qd8'], ['Nbd5', 'O-O'], ['Nxe7+', 'Qxe7'], ['Be3', 'Rd7'], ['a4', 'Nd4'], ['axb5', 'axb5\n'], ['Bxd4', 'cxd4'], ['Nxb5', 'Qb4'], ['Na3', 'Qxb2'], ['Nc4', 'Qb4'], ['Qa4', 'Qe7'], ['Rfb1', 'Rc7'], ['Nb6', 'Rc5\n'], ['Qa7', 'Rc7'], ['Qa4', 'Rd8'], ['Nd5', 'Bxd5'], ['Bxd5+', 'Rxd5'], ['Rxb8+', 'Kf7'], ['Qb3', 'Qe6'], ['Ra6', 'Qxa6\n'], ['Qxd5+', 'Kg6'], ['Qe4+', 'Kh6'], ['Qh4+', 'Kg6'], ['Qg4+', 'Kh6'], ['Qh4+', 'Kg6'], ['Qe4+', 'Kh6\n'], ['Qh4+', 'Kg6'], ['Qg4+', 'Kh6'], ['Qh4+', '']]",1/2-1/2
World Blitz 2018,St Petersburg RUS,2018.12.29,6.29,"Inarkiev,E","Khanin,S",,,A28,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nc6'], ['e3', 'g6'], ['d4', 'd6'], ['b3', 'Bg7'], ['dxe5', 'Nxe5'], ['Nxe5', 'dxe5\n'], ['Qxd8+', 'Kxd8'], ['Ba3', 'a6'], ['O-O-O+', 'Ke8'], ['h3', 'Bf8'], ['Bxf8', 'Rxf8'], ['g4', 'Be6'], ['Bg2', 'c6\n'], ['f4', 'Ke7'], ['fxe5', 'Nd7'], ['Nd5+', 'Bxd5'], ['cxd5', 'Nxe5'], ['dxc6', 'Nxc6'], ['Bxc6', 'bxc6\n'], ['Rd4', 'Rfd8'], ['Rhd1', 'Rxd4'], ['Rxd4', 'Rd8'], ['Re4+', 'Kf6'], ['Kc2', 'Kg5'], ['Ra4', 'Kh4'], ['Rxa6', 'Kxh3\n'], ['g5', 'Kg4'], ['Ra5', 'Kf3'], ['Re5', 'Kg4'], ['a4', 'Ra8']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.29,7.22,"Nihal,Sarin","Inarkiev,E",,,D02,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bf4', 'c5'], ['e3', 'Nc6'], ['Nbd2', 'Qb6'], ['dxc5', 'Qxb2'], ['Rb1', 'Qc3'], ['Bb5', 'e6\n'], ['O-O', 'Be7'], ['Ne5', 'Bd7'], ['Nd3', 'Rc8'], ['Nb3', 'O-O'], ['Bxc6', 'Bxc6'], ['Be5', 'Qc4'], ['Na5', 'Qa6\n'], ['Nxc6', 'Qxc6'], ['Rb3', 'Nd7'], ['Qb1', 'Nxc5'], ['Nxc5', 'Bxc5'], ['Rxb7', 'Bb6'], ['Re7', 'Rfd8\n'], ['Bd4', 'Bc7'], ['Qa1', 'Bxh2+'], ['Kh1', 'Bd6'], ['Rxa7', 'Qxc2'], ['Kg1', 'Qg6'], ['Rc1', 'Rxc1+'], ['Qxc1', 'h5\n'], ['a4', 'Rb8'], ['Bb2', 'h4'], ['Kf1', 'h3'], ['gxh3', 'Qe4'], ['Qc3', 'Qb1+'], ['Bc1', 'Bb4'], ['Qc7', 'Rf8\n'], ['Rb7', 'Qd3+'], ['Kg2', 'Be1'], ['Qf4', 'Bc3'], ['Ba3', 'Qg6+'], ['Qg4', 'Qxg4+'], ['hxg4', 'Ra8'], ['Rc7', 'Be5\n'], ['Rb7', 'Rxa4'], ['Bc5', 'Rxg4+'], ['Kf3', 'Rc4'], ['Ba7', 'g5'], ['Rd7', 'Kg7'], ['Rd8', 'Kf6'], ['Rg8', 'Kf5\n'], ['Rf8', 'f6'], ['Bb6', 'g4+'], ['Ke2', 'Rc2+'], ['Kd1', 'Ra2'], ['Rg8', 'Rb2'], ['Ba7', 'Ra2'], ['Bb6', 'Bc3\n'], ['Bc5', 'Rb2'], ['Ba7', 'e5'], ['Kc1', 'd4'], ['exd4', 'exd4'], ['Rd8', 'Rxf2'], ['Kd1', 'g3'], ['Rg8', 'g2']]",0-1
World Blitz 2018,St Petersburg RUS,2018.12.29,8.9,"Inarkiev,E","Grischuk,A",,,E92,"[['c4', 'g6'], ['e4', 'Bg7'], ['d4', 'd6'], ['Nc3', 'Nf6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'exd4'], ['Nxd4', 'Re8\n'], ['f3', 'c6'], ['Bf2', 'd5'], ['exd5', 'cxd5'], ['O-O', 'Nc6'], ['c5', 'Nh5'], ['Qd2', 'Be5'], ['g3', 'Ng7\n'], ['Rfe1', 'Bf5'], ['Rad1', 'Bxd4'], ['Bxd4', 'Ne6'], ['Bf2', 'd4'], ['Nb5', 'Nxc5'], ['Nxd4', 'Nxd4'], ['Qxd4', 'Qxd4\n'], ['Bxd4', 'Nd3'], ['Bxd3', 'Rxe1+'], ['Rxe1', 'Bxd3'], ['Re7', 'Bc4'], ['a3', 'Bd5'], ['Kf2', 'a6'], ['g4', 'Bc6\n'], ['h4', 'Re8'], ['Rc7', 'h6'], ['Bc3', 'Kf8'], ['Bd4', 'Rd8'], ['Bf6', 'Re8'], ['Bd4', 'Rd8'], ['Bf6', 'Re8\n'], ['Bc3', 'Rd8'], ['Bf6', '']]",1/2-1/2
World Blitz 2018,St Petersburg RUS,2018.12.29,9.15,"Yudin,S","Inarkiev,E",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['g3', 'd6'], ['Bg2', 'dxe5'], ['Nxe5', 'Nd7'], ['Nf3', 'Be7\n'], ['O-O', 'O-O'], ['d4', 'cxd4'], ['Nxd4', 'Ne5'], ['Re1', 'Bf6'], ['Qe2', 'Qb6'], ['Nd2', 'g6'], ['Ne4', 'Bg7\n'], ['Rd1', 'Bd7'], ['c4', 'Nb4'], ['Be3', 'Qc7'], ['a3', 'Na6'], ['Rac1', 'Rad8'], ['Nb5', 'Qa5'], ['Nec3', 'Bxb5\n'], ['cxb5', 'Nb8'], ['Bxb7', 'Rd7'], ['Rxd7', 'Nexd7'], ['Bg2', 'Ne5'], ['Bf4', 'Nbd7'], ['Rd1', 'h6'], ['Bc6', 'g5\n'], ['Be3', 'Nf6']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.29,10.26,"Inarkiev,E","Bazeev,G",,,A18,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['e4', 'd5'], ['cxd5', 'exd5'], ['e5', 'Ne4'], ['d4', 'Nxc3'], ['bxc3', 'c5'], ['Bd3', 'Be7\n'], ['Ne2', 'Nc6'], ['O-O', 'O-O'], ['Be3', 'f5'], ['exf6', 'Bxf6'], ['dxc5', 'Ne5'], ['Bc2', 'Bg4'], ['f3', 'Bh5\n'], ['Nf4', 'Bf7'], ['Bd4', 'Nc4'], ['Qd3', 'g6'], ['Rfe1', 'Rc8'], ['Ne6', 'Bxe6'], ['Rxe6', 'Rc6'], ['Rae1', 'Rxe6\n'], ['Rxe6', 'Bxd4+'], ['cxd4', 'Qd7'], ['Re2', 'b6'], ['cxb6', 'axb6'], ['a4', 'Nd6'], ['Bb3', 'Qc6'], ['Re5', 'Nc4\n'], ['Rxd5', 'Rc8'], ['Rb5', 'Qe6'], ['h3', 'Kg7'], ['Qe4', 'Qxe4'], ['fxe4', 'Nd2'], ['Bd5', 'Rc1+'], ['Kf2', 'Rc2\n'], ['Ke3', 'Nf1+'], ['Kf4', 'Rxg2'], ['Rxb6', 'Nd2'], ['a5', 'Rf2+'], ['Ke3', 'Rh2'], ['a6', 'Nf1+'], ['Kf4', 'Rf2+\n'], ['Ke5', 'Nd2'], ['a7', 'Nf3+'], ['Kd6', '']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.29,11.18,"Demchenko,A","Inarkiev,E",,,B23,"[['e4', 'c5'], ['Nc3', 'e6'], ['Nge2', 'd5'], ['exd5', 'exd5'], ['d4', 'Nc6'], ['Be3', 'c4'], ['g3', 'Bb4'], ['Bg2', 'Nge7\n'], ['O-O', 'O-O'], ['a3', 'Ba5'], ['b4', 'cxb3'], ['cxb3', 'Bxc3'], ['Nxc3', 'Be6'], ['Rc1', 'Qd7'], ['Re1', 'Rac8\n'], ['f3', 'Na5'], ['Bf1', 'Nf5'], ['Bf2', 'Nd6'], ['Na2', 'Bf5'], ['Rc5', 'b6'], ['Rxc8', 'Rxc8'], ['Nb4', 'Nb5\n'], ['Nxd5', 'Be6'], ['Nf4', 'Bxb3'], ['Qb1', 'Nc3'], ['Qa1', 'Nd5'], ['Bh3', 'f5'], ['Nd3', 'Nc6'], ['Qb1', 'Bc4\n'], ['Ne5', 'Nxe5'], ['dxe5', 'g6'], ['e6', 'Qe7'], ['Qb2', 'Nc7'], ['Qe5', 'Nxe6'], ['Bd4', 'Qg7'], ['Qxe6+', 'Bxe6\n'], ['Bxg7', 'Kxg7'], ['Rxe6', 'Rc1+'], ['Bf1', 'Kf7'], ['Re3', 'Rc2'], ['Be2', 'Kf6'], ['f4', 'Ra2'], ['h4', 'h6\n'], ['Re6+', 'Kg7'], ['Re7+', 'Kf8'], ['Re6', 'Rxa3'], ['Rxg6', 'Rb3'], ['Rxh6', 'a5'], ['Rf6+', 'Ke7'], ['Rxf5', 'Rxg3+\n'], ['Kf2', 'Rh3'], ['h5', 'Kd6'], ['Rf6+', 'Kc5'], ['h6', 'a4'], ['Kg2', 'Rh4'], ['Rf5+', 'Kd6'], ['Rh5', 'Rxf4\n'], ['h7', '']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.29,12.25,"Inarkiev,E","Kevlishvili,Robby",,,A28,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['e3', 'Bb4'], ['Qc2', 'd6'], ['Nd5', 'Nxd5'], ['cxd5', 'O-O'], ['dxc6', 'bxc6\n'], ['Be2', 'Rb8'], ['O-O', 'Bc5'], ['d4', 'exd4'], ['exd4', 'Bb6'], ['Qxc6', 'Bb7'], ['Qc3', 'Re8'], ['Be3', 'Qf6\n'], ['b4', 'h6'], ['a4', 'a6'], ['Rfe1', 'Re7'], ['Rac1', 'Rbe8'], ['Qd2', 'g5'], ['h3', 'Qg7'], ['a5', 'Ba7\n'], ['Bd3', 'f5'], ['Bxf5', 'Rf8'], ['Bg4', 'Qg6'], ['d5', 'Bxe3'], ['Rxe3', 'Rxe3'], ['fxe3', '']]",1-0
World Blitz 2018,St Petersburg RUS,2018.12.30,13.19,"Yakubboev,Nodirbek","Inarkiev,E",,,D02,"[['d4', 'd5'], ['Nf3', 'e6'], ['c4', 'dxc4'], ['e3', 'c5'], ['Bxc4', 'Nc6'], ['dxc5', 'Qxd1+'], ['Kxd1', 'Bxc5'], ['a3', 'b6\n'], ['b4', 'Be7'], ['Bb2', 'Bf6'], ['Bxf6', 'Nxf6'], ['Nc3', 'Bb7'], ['Rc1', 'Ke7'], ['Ke2', 'Rac8'], ['Bd3', 'Nd7\n'], ['Rhd1', 'f5'], ['Nb5', 'Rhd8'], ['g3', 'Nce5'], ['Nxe5', 'Nxe5'], ['Nd4', 'Nxd3'], ['Rxc8', 'Rxc8'], ['Rxd3', 'Be4\n'], ['Rd2', 'g6'], ['f3', 'Bd5'], ['f4', 'Rc3'], ['a4', 'Ra3'], ['Rc2', 'Kd8'], ['Nc6+', 'Bxc6'], ['Rxc6', 'Kd7\n'], ['Rc4', 'Rxa4'], ['Rd4+', 'Ke7'], ['Rc4', 'a5'], ['Rc7+', 'Kd6'], ['Rxh7', 'Rxb4'], ['Kd3', 'a4'], ['Kc2', 'Rb3\n'], ['Rg7', 'b5'], ['Rxg6', 'Rxe3'], ['h4', 'b4'], ['Rg8', 'a3'], ['Rb8', 'Re2+'], ['Kb1', 'Kc5'], ['h5', 'Kc4\n'], ['Rc8+', 'Kb3'], ['Rc1', 'Rh2'], ['Re1', 'Rxh5'], ['Re3+', 'Ka4'], ['Rxe6', 'Rh1+'], ['Kc2', 'b3+'], ['Kc3', 'Rc1+\n'], ['Kd2', 'b2']]",0-1
World Blitz 2018,St Petersburg RUS,2018.12.30,14.10,"Gelfand,B","Inarkiev,E",,,D02,"[['Nf3', 'd5'], ['d4', 'e6'], ['c4', 'dxc4'], ['e3', 'c5'], ['Bxc4', 'Nc6'], ['O-O', 'Nf6'], ['Nc3', 'a6'], ['d5', 'Na5\n'], ['b3', 'b5'], ['Bd3', 'exd5'], ['e4', 'd4'], ['e5', 'Nd5'], ['Nxd5', 'Qxd5'], ['Re1', 'Ra7'], ['Be4', 'Qd8\n'], ['e6', 'Bxe6'], ['Ng5', 'Re7'], ['Bd2', 'h6'], ['Nxe6', 'Rxe6'], ['Bf5', 'Re7'], ['Qf3', 'b4'], ['a3', 'g6\n'], ['Be4', 'Qb8'], ['axb4', 'Nb7'], ['Bc6+', 'Kd8'], ['Rxe7', 'Bxe7'], ['Bxb7', 'Kc7'], ['Bf4+', 'Bd6'], ['Bxd6+', 'Kxd6\n'], ['Rxa6+', 'Ke7'], ['Qf6+', '']]",1-0
